TIC,m_TIC,BJD0,e_BJD0,Per,e_Per,Morph,Wp-pf,Dp-pf,Phip-pf,Ws-pf,Ds-pf,Phis-pf,Wp-2g,Dp-2g,Phip-2g,Ws-2g,Ds-2g,Phis-2g,Sectors,UpDate,tesseb_source
116503129,1,1929.610181,3.535508e-05,0.1712539,2.1536665e-07,0.783,0.208,0.051,1.003,,,,,,,,,,"23,24",2021-09-16T17:39:05,J/ApJS/258/16/tess-ebs
116520408,1,1929.559283,0.0003269547,0.2908731,1.5121104e-06,0.783,0.121,0.109,0.9976,0.145,0.061,0.498,0.3322,0.219,0.9987,0.265,0.175,0.5,"23,24",2021-09-16T17:39:08,J/ApJS/258/16/tess-ebs
116853937,1,1816.160815,0.0003159612,1.6866367,2.6231368e-05,0.535,0.074,0.379,1.0,0.093,0.185,0.541,0.1121,0.398,2.075e-05,0.139,0.246,0.541,19,2021-09-16T17:38:28,J/ApJS/258/16/tess-ebs
116890331,1,1792.93792,0.001437591,1.5225427,9.9767352e-05,0.784,0.058,0.019,0.4989,,,,0.09051,0.039,0.4992,,,,18,2021-09-16T17:38:15,J/ApJS/258/16/tess-ebs
116991977,1,1791.849031,0.0004240475,1.9008884,6.360122e-05,0.505,0.065,0.092,0.9996,0.064,0.083,0.5,0.09313,0.104,0.9999,0.093,0.094,0.5,18,2021-09-16T17:38:15,J/ApJS/258/16/tess-ebs
117099990,1,1818.663462,0.00363574,3.1960683,0.00080607715,0.424,0.08,1.973,1.001,,,,0.09201,0.049,0.0002556,0.145,0.007,0.5112,19,2021-09-16T17:38:37,J/ApJS/258/16/tess-ebs
117101700,1,1818.502535,0.002884088,2.7385669,0.00091972202,0.489,0.074,0.011,0.9984,,,,0.1116,0.013,0.998,,,,19,2021-09-16T17:38:34,J/ApJS/258/16/tess-ebs
117175528,1,1790.988101,0.0002994466,2.2541549,3.0736072e-05,0.562,0.1,0.359,1.0,0.108,0.347,0.486,0.1521,0.413,1.0,0.163,0.399,0.486,18,2021-09-16T17:38:19,J/ApJS/258/16/tess-ebs
117234769,1,1712.502028,0.0008360297,2.0575137,8.7271973e-05,0.533,0.073,0.006,0.9997,0.064,0.003,0.499,0.1062,0.007,0.0001491,0.088,0.003,0.5,15,2021-09-16T17:37:37,J/ApJS/258/16/tess-ebs
117378874,1,1870.745259,0.0001078568,0.3745944,1.9166963e-06,0.668,0.161,0.134,1.001,,,,,,,,,,21,2021-09-16T17:38:47,J/ApJS/258/16/tess-ebs
117397619,1,1792.031583,0.01582173,8.0310059,0.009316263,0.384,0.058,0.459,1.0,0.056,0.216,0.502,0.07403,0.443,0.998,0.08,0.182,0.5,18,2021-09-16T17:38:16,J/ApJS/258/16/tess-ebs
117515123,1,1325.606486,1.446564e-05,0.2595402,2.5495032e-06,0.818,0.138,0.177,1.0,0.139,0.162,0.5,0.2608,0.363,0.0003183,0.269,0.347,0.5018,1,2021-09-16T17:40:16,J/ApJS/258/16/tess-ebs
117544915,1,1324.354635,0.001444617,2.968452,0.00016631591,0.513,0.08,0.381,0.9993,0.079,0.366,0.499,0.1167,0.426,0.9998,0.116,0.41,0.5,1,2021-09-16T17:40:01,J/ApJS/258/16/tess-ebs
117549840,1,1354.690178,0.0002131769,0.6660209,4.1185904e-06,0.485,0.063,0.177,0.9997,0.064,0.16,0.5,0.09308,0.202,1.0,0.095,0.182,0.4999,2,2021-09-16T17:39:22,J/ApJS/258/16/tess-ebs
117648603,1,1444.103208,6.342149e-05,9.2982863,5.2811937e-05,0.521,0.089,0.479,1.0,0.087,0.105,0.5,0.1383,0.505,0.0002517,0.106,0.116,0.4993,5,2021-09-16T17:40:03,J/ApJS/258/16/tess-ebs
117739806,1,1471.607546,5.502672e-05,5.6203686,1.066303e-05,0.224,0.029,0.211,1.0,0.03,0.017,0.5,0.04209,0.221,1.0,0.04,0.016,0.5005,"6,7",2021-09-16T17:39:32,J/ApJS/258/16/tess-ebs
117879940,1,1439.837763,0.006471035,2.261994,0.0012182081,0.58,0.048,0.051,1.002,0.05,0.021,0.498,0.07902,0.061,0.999,0.064,0.029,0.5,5,2021-09-16T17:40:02,J/ApJS/258/16/tess-ebs
117925262,1,1438.441859,0.001658677,0.6012889,8.0041449e-05,0.508,0.099,0.002,0.9745,,,,0.1501,0.003,0.9696,,,,5,2021-09-16T17:40:02,J/ApJS/258/16/tess-ebs
117978580,1,1438.158571,0.0007194575,0.5272631,1.0687344e-05,0.767,0.126,0.182,0.9998,0.154,0.142,0.501,0.2778,0.342,0.9985,0.322,0.3,0.5,5,2021-09-16T17:40:39,J/ApJS/258/16/tess-ebs
118200081,1,1654.650017,0.0003264857,0.9529892,6.8786691e-06,0.522,0.094,0.032,1.0,0.09,0.015,0.5,0.1467,0.035,0.0003456,0.122,0.019,0.4998,13,2021-09-16T17:37:00,J/ApJS/258/16/tess-ebs
118271395,1,1654.075884,0.0009560693,0.3997855,1.9562523e-06,0.848,0.163,0.113,0.9996,0.176,0.084,0.497,,,,,,,13,2021-09-16T17:37:00,J/ApJS/258/16/tess-ebs
118271404,1,1654.076981,0.001841344,0.399752,3.1806584e-05,0.851,0.178,0.03,1.0,0.191,0.024,0.497,,,,,,,13,2021-09-16T17:36:58,J/ApJS/258/16/tess-ebs
118313102,1,1518.556197,0.0002486295,9.255727,4.436656e-06,0.18,0.029,0.407,0.6001,0.037,0.406,1.0,0.04006,0.45,0.6001,0.052,0.449,0.0001303,"8,9,10,35,36",2021-09-16T17:36:32,J/ApJS/258/16/tess-ebs
118389230,1,1790.894841,0.0006618927,4.2744394,0.00036802076,0.756,0.28,0.004,0.5426,,,,,,,,,,18,2021-09-16T17:38:17,J/ApJS/258/16/tess-ebs
118586896,1,1365.702694,0.131694,12.1136299,0.0021384578,0.154,0.106,7.59,1.466e-05,,,,0.01247,0.043,0.9946,,,,29,2021-09-16T17:41:15,J/ApJS/258/16/tess-ebs
118826280,1,1354.246269,0.002478285,0.246525,7.1531153e-06,0.72,0.098,0.039,0.9895,,,,0.2989,0.114,0.9997,0.275,0.089,0.5,2,2021-09-16T17:40:21,J/ApJS/258/16/tess-ebs
119058688,1,1525.909356,0.001109745,1.3483333,0.00020554251,0.266,,,,,,,0.09267,0.004,0.9963,,,,8,2021-09-16T17:39:49,J/ApJS/258/16/tess-ebs
119327278,1,1468.859526,0.09524979,1.0845944,1.7205874e-06,0.753,0.133,0.001,0.9704,,,,,,,,,,"6,7,33",2021-09-16T17:41:15,J/ApJS/258/16/tess-ebs
119461266,1,1469.9499,0.0004540956,2.9462458,9.0691379e-05,0.467,0.066,0.431,1.0,0.066,0.394,0.5,0.09444,0.484,1.0,0.096,0.442,0.5003,6,2021-09-16T17:39:36,J/ApJS/258/16/tess-ebs
120251815,1,1683.714228,0.001185973,1.5102144,2.8637489e-06,0.576,0.102,0.262,0.9993,0.102,0.255,0.499,0.1529,0.306,0.0001412,0.153,0.295,0.5,"14,26",2021-09-16T17:37:32,J/ApJS/258/16/tess-ebs
