TIC,m_TIC,BJD0,e_BJD0,Per,e_Per,Morph,Wp-pf,Dp-pf,Phip-pf,Ws-pf,Ds-pf,Phis-pf,Wp-2g,Dp-2g,Phip-2g,Ws-2g,Ds-2g,Phis-2g,Sectors,UpDate,tesseb_source
307084982,1,2064.627941,0.0002081057,19.2686875,2.0824575e-05,0.035,0.008,0.13,1.0,0.009,0.024,0.17,0.01137,0.158,6.35e-05,,,,"28,29,32,35,36",2021-09-16T17:41:23,J/ApJS/258/16/tess-ebs
307085577,1,1599.292895,0.01215196,4.2812441,0.0014134684,0.596,,,,,,,0.04172,0.008,0.9994,,,,"11,12",2021-09-16T17:36:38,J/ApJS/258/16/tess-ebs
307216760,1,1570.842869,0.00711464,0.7340051,1.1768003e-07,0.847,0.261,0.036,1.002,,,,,,,,,,"10,11,29,32,35,36",2021-09-16T17:36:35,J/ApJS/258/16/tess-ebs
307304908,1,1493.739632,0.0009175587,2.8278718,0.00018403512,0.516,0.079,0.016,1.0,,,,0.1385,0.022,0.0004342,,,,7,2021-09-16T17:39:45,J/ApJS/258/16/tess-ebs
307379977,1,1468.577925,0.001155771,0.8362568,4.3939238e-05,0.612,,,,,,,0.3397,0.753,0.0007537,,,,6,2021-09-16T17:41:03,J/ApJS/258/16/tess-ebs
307433122,1,1364.07953,0.0001338158,27.8513812,1.3427041e-05,0.031,0.006,0.251,1.0,0.005,0.173,0.685,0.008565,0.267,4.797e-06,0.007,0.18,0.6848,"2,5,6 ,9 ,10,11,12,29,35,36,37",2021-09-16T17:36:26,J/ApJS/258/16/tess-ebs
307435285,1,1355.683737,0.03824833,1.9585345,0.00010404887,0.54,0.13,0.001,0.9677,,,,0.1849,0.001,0.9448,,,,"29,32,35,36,37",2021-09-16T17:41:23,J/ApJS/258/16/tess-ebs
307488085,1,1544.802559,0.01310899,1.0045161,0.0002243951,0.752,0.251,0.002,1.037,,,,,,,,,,9,2021-09-16T17:38:56,J/ApJS/258/16/tess-ebs
307488184,1,1447.430101,0.0001495413,10.0668842,1.138118e-05,0.142,0.019,0.155,1.0,0.017,0.017,0.509,0.02757,0.161,3.169e-05,0.028,0.017,0.5094,"5,8,9 ,10,11,12",2021-09-16T17:36:25,J/ApJS/258/16/tess-ebs
307610438,1,1600.097292,0.001502306,1.5623674,0.00015696489,0.36,,,0.8629,,,-0.024,0.1351,0.004,0.8138,,,,"11,38",2021-09-16T17:36:44,J/ApJS/258/16/tess-ebs
307783750,1,1571.4071,0.05363433,0.5644946,2.5109277e-05,0.796,0.279,0.016,0.9895,,,,,,,,,,"10,11,29,32,36,37",2021-09-16T17:36:38,J/ApJS/258/16/tess-ebs
307907420,1,1875.063613,0.000833036,3.2985999,0.00036185549,0.33,0.033,0.026,0.501,0.034,0.02,1.002,0.0528,0.026,0.4999,0.055,0.025,0.001145,21,2021-09-16T17:38:48,J/ApJS/258/16/tess-ebs
307927495,1,1575.128961,0.001107912,20.5564876,0.00065027237,0.157,0.011,0.018,1.001,0.013,0.012,0.501,0.01966,0.022,0.0008599,0.019,0.022,0.5008,"9,11",2021-09-16T17:36:44,J/ApJS/258/16/tess-ebs
307990280,1,1546.118024,0.03253564,2.3159117,3.0407871e-05,0.932,0.305,0.036,1.002,0.267,0.023,0.515,,,,,,,"9,10,11",2021-09-16T17:36:18,J/ApJS/258/16/tess-ebs
308015513,1,1873.766953,0.000570329,4.3257042,7.8010168e-06,0.163,0.026,0.464,1.0,0.035,0.274,0.576,0.03762,0.528,3.073e-06,0.053,0.323,0.5758,21,2021-09-16T17:38:50,J/ApJS/258/16/tess-ebs
308018120,1,1544.642828,0.0001603152,0.1905198,5.1827205e-07,0.779,0.191,0.025,1.001,,,,0.002195,0.154,0.7478,,,,9,2021-09-16T17:41:26,J/ApJS/258/16/tess-ebs
308050066,1,1552.072757,0.001632408,11.1755633,6.9299626e-05,0.203,0.019,0.003,1.0,,,,0.03411,0.008,1.0,,,,"9,35",2021-09-16T17:40:53,J/ApJS/258/16/tess-ebs
308076113,1,1544.376092,0.0007171062,0.2635613,3.044142e-07,0.747,0.092,0.077,0.9983,,,,0.313,0.288,0.001112,0.358,0.251,0.4895,9,2021-09-16T17:38:57,J/ApJS/258/16/tess-ebs
308085294,1,1359.577415,0.1679553,4.3329138,0.0082875182,0.807,,,,,,,,,,,,,"2,5,9 ,10,11,12",2021-09-16T17:36:20,J/ApJS/258/16/tess-ebs
308091162,1,2012.211624,0.00273601,3.3545702,0.00046531091,0.445,0.05,0.047,1.0,,,,0.08708,0.106,0.0006355,,,,26,2021-09-16T17:41:23,J/ApJS/258/16/tess-ebs
308184924,1,1573.17766,6.411944e-05,4.1284274,1.3322136e-05,0.311,0.046,0.267,1.0,0.035,0.055,0.371,0.06709,0.285,1.0,0.052,0.061,0.3705,"10,11",2021-09-16T17:36:27,J/ApJS/258/16/tess-ebs
308225941,1,1386.387245,0.0001955841,1.5194621,8.4741044e-06,0.558,0.057,0.031,1.0,,,,0.09046,0.042,0.0001616,0.059,0.007,0.4999,"3,4",2021-09-16T17:39:15,J/ApJS/258/16/tess-ebs
308404140,1,1516.566616,0.004779615,2.3758614,7.4251153e-05,0.758,0.23,0.005,0.4884,0.206,0.005,0.985,0.3887,0.006,0.9874,0.38,0.006,0.4879,"8,9,10",2021-09-16T17:38:59,J/ApJS/258/16/tess-ebs
308451526,1,1544.369226,7.934948e-05,0.7896583,1.0435304e-06,0.596,0.049,0.045,1.0,0.05,0.03,0.501,0.08685,0.053,0.0002019,0.065,0.041,0.5018,"1,4,5 ,7 ,8 ,9 ,10,11,27,28,31,35,36,37",2021-09-16T17:36:31,J/ApJS/258/16/tess-ebs
308457026,1,1520.289358,0.0002951835,0.6439002,5.7194898e-07,1.01,0.267,0.082,1.002,0.326,0.06,0.504,2.592e-05,0.076,0.5039,,,,"8,9,10",2021-09-16T17:36:30,J/ApJS/258/16/tess-ebs
308751185,1,1544.68164,0.006080399,1.3616205,2.2522939e-05,0.94,0.211,0.054,1.002,0.271,0.044,0.504,0.2779,0.057,0.9977,,,,"9,10",2021-09-16T17:36:18,J/ApJS/258/16/tess-ebs
308828048,1,1599.063686,0.0005996614,1.0692161,4.9177263e-05,0.749,0.296,0.001,0.501,,,,0.09716,0.003,0.0002548,,,,11,2021-09-16T17:36:36,J/ApJS/258/16/tess-ebs
308851582,1,1547.610246,0.0001469112,4.9124269,1.7284061e-06,0.193,0.026,0.206,1.0,0.025,0.021,0.501,0.03715,0.223,2.128e-05,0.044,0.023,0.5006,"1,4,8 ,9 ,10,11",2021-09-16T17:36:25,J/ApJS/258/16/tess-ebs
308991822,1,1328.173777,2.797399e-05,8.2243833,2.1747956e-06,0.161,0.022,0.236,1.0,0.023,0.062,0.502,0.03103,0.257,2.74e-05,0.033,0.065,0.5021,"1,2,4 ,5 ,8 ,9 ,10,11,12",2021-09-16T17:36:35,J/ApJS/258/16/tess-ebs
309146836,1,1544.789549,0.0007291052,5.4279442,3.5272345e-06,0.255,0.039,0.055,0.9997,0.026,0.035,0.336,0.05576,0.06,0.9999,0.037,0.038,0.3358,"1,4,9 ,10,11,28,31,35,36,37",2021-09-16T17:36:31,J/ApJS/258/16/tess-ebs
309257814,1,1571.762231,0.01948533,1.2383848,4.1661759e-05,0.362,,,,,,,0.0004695,0.124,0.3801,0.137,0.011,0.09189,"10,28,31,35,36,37",2021-09-16T17:36:30,J/ApJS/258/16/tess-ebs
309350921,1,1601.589983,0.0001401711,4.982654,1.5212862e-05,0.24,0.026,0.043,1.0,,,,0.04456,0.059,1.0,,,,"11,12,13",2021-09-16T17:36:45,J/ApJS/258/16/tess-ebs
309402205,1,1544.840973,0.001752417,0.7444099,7.2832212e-06,0.709,0.116,0.237,0.9997,,,,0.301,0.508,0.9973,0.26,0.398,0.5043,"9,10",2021-09-16T17:36:35,J/ApJS/258/16/tess-ebs
309434176,1,1600.747703,5.064265e-05,3.8187935,5.9875304e-05,0.348,0.048,0.232,1.0,0.052,0.045,0.5,0.07221,0.242,2.09e-05,0.076,0.049,0.5,"11,12",2021-09-16T17:36:41,J/ApJS/258/16/tess-ebs
309528896,1,1599.402128,0.005240166,1.8956622,1.0970014e-05,0.291,0.047,0.57,1.003,0.039,0.217,0.503,0.07221,0.611,3.832e-05,0.076,0.203,0.5004,"11,37",2021-09-16T17:36:36,J/ApJS/258/16/tess-ebs
309598681,1,1600.515532,4.289838e-05,0.8485798,1.5251904e-05,0.504,0.08,0.339,1.0,0.076,0.24,0.499,0.1142,0.381,9.09e-05,0.119,0.269,0.5,11,2021-09-16T17:36:44,J/ApJS/258/16/tess-ebs
309600985,1,1824.959197,0.0004597814,11.7618228,0.00075203312,0.231,0.035,0.116,0.9999,0.039,0.055,0.451,0.05128,0.124,1.0,0.056,0.06,0.4514,19,2021-09-16T17:38:32,J/ApJS/258/16/tess-ebs
309619055,1,1604.975573,0.001513091,10.5509286,0.00042319888,0.163,0.015,0.012,0.9995,,,,0.02003,0.014,7.385e-05,,,,"9,11,12,13",2021-09-16T17:36:48,J/ApJS/258/16/tess-ebs
309627556,1,2061.89924,1.295648e-07,1.7366624,0.00040340987,0.366,,,0.9908,,,0.966,,,,,,,"28,35,36,37",2021-09-16T17:41:23,J/ApJS/258/16/tess-ebs
309658221,1,1334.825188,0.0005490667,7.5949887,2.8242453e-05,0.247,0.029,0.029,1.0,0.029,0.019,0.5,0.04119,0.031,0.9999,0.042,0.021,0.5,"1,2,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10,11,12,13",2021-09-16T17:36:27,J/ApJS/258/16/tess-ebs
309659126,1,1354.40346,0.0007752351,0.2482701,1.3329962e-07,0.772,0.095,0.057,0.9991,0.146,0.031,0.494,0.2907,0.134,0.002438,0.282,0.112,0.4916,"2,3,4 ,5 ,6 ,7 ,8 ,9 ,10,12,13,27,28,29,30,31,32,33,34,35,36,37",2021-09-16T17:36:23,J/ApJS/258/16/tess-ebs
309720946,1,1714.608248,5.412933e-05,4.6071355,2.0034639e-06,0.427,0.053,0.342,1.0,0.053,0.338,0.5,0.07642,0.379,3.274e-06,0.077,0.373,0.5001,"15,16,22,23",2021-09-16T17:37:36,J/ApJS/258/16/tess-ebs
309792357,1,1675.635407,0.001384115,314.6167372,0.00079046913,0.199,0.001,0.007,1.0,,,,0.001344,0.013,0.0001212,0.001,0.012,0.3334,"1,2,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10,11,12,13,27,29,30,31,32,33,34,35,36,37",2021-09-16T17:41:11,J/ApJS/258/16/tess-ebs
309809572,1,1738.86024,0.0008137034,0.3268057,2.2071302e-07,0.852,0.189,0.113,1.001,0.165,0.11,0.497,,,,,,,"16,23,24",2021-09-16T17:37:55,J/ApJS/258/16/tess-ebs
309828087,1,1932.434832,0.000287096,2.5149574,4.927793e-05,0.41,0.06,0.112,1.0,0.061,0.013,0.499,0.09088,0.117,1.0,,,,23,2021-09-16T17:39:08,J/ApJS/258/16/tess-ebs
309908721,1,1468.979102,0.000154289,2.8338351,4.7677373e-05,0.532,0.085,0.343,1.0,0.083,0.339,0.5,0.1275,0.386,0.0003096,0.123,0.383,0.5002,6,2021-09-16T17:40:47,J/ApJS/258/16/tess-ebs
310004006,1,1739.161754,0.0001073206,0.6450414,3.0712536e-08,0.628,0.147,0.192,0.9998,0.147,0.15,0.499,0.236,0.237,4.955e-06,0.236,0.193,0.4997,"16,23,24",2021-09-16T17:37:48,J/ApJS/258/16/tess-ebs
310169616,1,1739.105639,1.60223e-05,0.4116638,1.4985141e-07,0.74,0.159,0.231,0.9998,0.138,0.228,0.5,0.3214,0.41,8.33e-05,0.297,0.405,0.5,"16,23,24",2021-09-16T17:37:55,J/ApJS/258/16/tess-ebs
310170268,1,1934.246137,0.0009173141,8.3173515,0.00013564735,0.067,0.015,0.282,1.0,0.017,0.223,0.441,0.02191,0.339,1.0,0.026,0.233,0.4412,"23,24",2021-09-16T17:39:06,J/ApJS/258/16/tess-ebs
310170498,1,1929.913585,0.005415977,0.3222297,9.7057873e-07,0.857,0.23,0.096,0.997,0.252,0.044,0.493,,,,,,,"23,24",2021-09-16T17:39:05,J/ApJS/258/16/tess-ebs
310308203,1,1438.568846,0.000136499,2.694234,7.2071135e-05,0.593,0.131,0.371,1.0,0.121,0.061,0.503,0.2079,0.429,2.181e-05,0.183,0.102,0.5063,5,2021-09-16T17:40:02,J/ApJS/258/16/tess-ebs
310516902,1,1956.880194,4.873502e-05,1.6136022,4.0184366e-06,0.56,0.127,0.626,0.9999,0.119,0.07,0.5,0.1993,0.71,1.0,0.188,0.12,0.5,"24,25",2021-09-16T17:40:12,J/ApJS/258/16/tess-ebs
310519261,1,1956.154418,0.0001633275,0.3188151,3.5544114e-06,0.754,0.14,0.076,1.0,0.097,0.052,0.502,0.3302,0.176,0.9996,0.297,0.153,0.5,"24,25",2021-09-16T17:41:28,J/ApJS/258/16/tess-ebs
310556491,1,1597.677797,0.002402065,1.5553632,6.3935992e-06,0.495,0.055,0.044,1.001,0.045,0.002,0.502,0.0831,0.053,0.9998,0.061,0.007,0.5,"11,37",2021-09-16T17:36:42,J/ApJS/258/16/tess-ebs
310785613,1,1818.925824,0.0005635153,6.4549258,0.00030309235,0.178,0.019,0.016,1.0,,,,0.02861,0.02,0.9999,,,,19,2021-09-16T17:38:36,J/ApJS/258/16/tess-ebs
310897084,1,1816.770269,0.001533562,0.8191055,0.00011012799,0.541,,,0.02098,,,0.472,0.163,0.004,0.003005,,,,19,2021-09-16T17:38:28,J/ApJS/258/16/tess-ebs
310994603,1,1712.317081,0.02195816,1.1611667,1.2082477e-06,0.934,0.247,0.019,1.003,0.282,0.013,0.507,,,,,,,"14,15,21,22",2021-09-16T17:37:23,J/ApJS/258/16/tess-ebs
311070085,1,1713.404613,7.674953e-05,2.3897097,1.1475682e-06,0.551,0.076,0.041,0.9999,,,,0.1234,0.053,1.0,0.126,0.008,0.5,"15,22,23",2021-09-16T17:37:39,J/ApJS/258/16/tess-ebs
311103813,1,1625.419416,0.0004018679,0.5278588,3.4323596e-06,0.681,0.168,0.205,1.001,,,,0.321,0.298,0.9999,0.268,0.094,0.501,"12,13",2021-09-16T17:36:54,J/ApJS/258/16/tess-ebs
311128363,1,1439.287099,9.99803e-05,3.38741,3.227835e-05,0.539,0.079,0.12,0.9999,0.08,0.114,0.5,0.1193,0.139,0.9999,0.12,0.131,0.5,5,2021-09-16T17:40:06,J/ApJS/258/16/tess-ebs
311183180,1,1439.585895,0.0003040321,13.2498121,4.7986893e-06,0.086,0.009,0.022,1.0,0.009,0.022,0.59,0.01282,0.026,1.067e-05,0.013,0.025,0.5897,"5,31",2021-09-16T17:40:42,J/ApJS/258/16/tess-ebs
311188656,1,1741.954585,0.002919052,2.3947368,0.00035489967,0.293,,,0.03162,,,0.511,0.06245,0.003,0.4987,,,,"16,17,18,19,20,21,22,23,24,25,26",2021-09-16T17:38:48,J/ApJS/258/16/tess-ebs
311236477,1,1956.635241,0.003735875,3.1325011,0.00031820539,0.414,,,,,,,0.07553,0.007,0.01058,,,,"24,25,26",2021-09-16T17:40:13,J/ApJS/258/16/tess-ebs
311431771,1,1983.84481,0.00154358,0.3473144,1.7595489e-06,0.956,0.237,0.039,1.004,0.252,0.038,0.518,,,,,,,"25,26",2021-09-16T17:41:32,J/ApJS/258/16/tess-ebs
311925584,1,1387.730567,0.004186479,3.64597,1.1889191e-05,0.151,0.012,0.006,0.9972,,,,0.02092,0.01,0.9958,,,,"1,2,3 ,4 ,11,28,29,30,31,34",2021-09-16T17:36:42,J/ApJS/258/16/tess-ebs
311945765,1,1683.750929,7.039823e-05,0.4979736,1.9483321e-06,0.646,0.167,0.495,1.0,0.08,0.021,0.503,0.3078,0.657,0.9998,0.289,0.167,0.5049,"14,15",2021-09-16T17:37:19,J/ApJS/258/16/tess-ebs
312060302,1,1765.201195,2.631085e-05,0.9804999,7.6631148e-07,0.599,0.144,0.562,1.0,0.132,0.109,0.5,0.2077,0.642,2.137e-05,,,,"17,18",2021-09-16T17:38:00,J/ApJS/258/16/tess-ebs
312102715,1,1597.764982,0.004022127,0.9936833,3.9857018e-05,0.8,0.273,0.006,1.0,,,,,,,,,,11,2021-09-16T17:36:44,J/ApJS/258/16/tess-ebs
312111256,1,1518.322483,0.0003613551,1.1518696,4.0676491e-05,0.829,,,1.01,,,0.034,,,,,,,8,2021-09-16T17:39:49,J/ApJS/258/16/tess-ebs
312160410,1,1711.604247,0.001221311,0.3023308,1.3588666e-06,0.74,0.113,0.079,1.0,,,,0.1765,0.174,0.004594,,,,15,2021-09-16T17:37:35,J/ApJS/258/16/tess-ebs
312230566,1,1684.09015,0.001667704,1.9506652,9.1246133e-05,0.597,0.08,0.015,1.001,,,,0.1503,0.027,6.006e-05,,,,"14,15",2021-09-16T17:37:20,J/ApJS/258/16/tess-ebs
312286761,1,1711.44826,2.270877e-05,0.5099985,7.0682897e-07,0.802,0.098,0.137,1.0,0.169,0.116,0.5,0.2771,0.298,0.0002933,0.342,0.277,0.5001,"15,16",2021-09-16T17:37:38,J/ApJS/258/16/tess-ebs
312353805,1,1817.731655,0.001189726,4.9518994,0.00046690263,0.306,0.042,0.066,1.0,,,,0.06037,0.071,0.9996,,,,19,2021-09-16T17:38:36,J/ApJS/258/16/tess-ebs
312471472,1,1765.769111,0.0003197691,1.5519276,1.7315728e-05,0.469,0.094,0.207,0.9993,,,,0.1442,0.237,0.9995,0.109,0.032,0.5037,"17,18",2021-09-16T17:38:02,J/ApJS/258/16/tess-ebs
312486827,1,1686.051484,0.001569365,3.8341504,0.00015044835,0.616,0.154,0.073,1.0,0.138,0.046,0.499,0.229,0.089,0.9994,0.244,0.058,0.4997,"14,15",2021-09-16T17:37:29,J/ApJS/258/16/tess-ebs
312865025,1,1844.805103,1.868071e-05,2.7349626,1.6478709e-05,0.562,0.095,0.367,0.5004,0.093,0.363,1.0,0.1435,0.416,0.5,0.139,0.413,0.0001881,"20,26",2021-09-16T17:38:45,J/ApJS/258/16/tess-ebs
312907176,1,1598.189867,0.02786797,0.7579494,7.6927515e-06,0.622,,,,,,,0.3408,0.517,8.704e-05,,,,"11,37,38",2021-09-16T17:36:36,J/ApJS/258/16/tess-ebs
313025849,1,1683.498043,0.00445353,0.3209361,8.0944469e-07,0.894,0.249,0.032,0.9858,0.235,0.018,0.49,,,,,,,"14,20,26",2021-09-16T17:37:27,J/ApJS/258/16/tess-ebs
313142195,1,1816.471368,0.01127978,1.4614588,0.002270988,0.318,,,,,,,,,,,,,"19,26",2021-09-16T17:38:35,J/ApJS/258/16/tess-ebs
313193981,1,1815.071306,0.004314925,50.8632251,0.0052907736,0.12,0.007,0.008,0.4972,0.005,0.006,0.999,0.00568,0.008,0.4973,0.007,0.006,0.9992,"19,20,26",2021-09-16T17:38:27,J/ApJS/258/16/tess-ebs
313934040,1,1356.505417,0.03292238,3.1467896,0.00020803473,0.787,0.137,0.056,1.009,0.118,0.031,0.515,0.2524,0.086,0.5201,,,,2,2021-09-16T17:40:24,J/ApJS/258/16/tess-ebs
314340550,1,1712.727315,0.7089019,3.3539505,0.0022974002,0.437,,,-0.02422,,,0.459,0.1385,0.006,0.008781,,,,"15,16",2021-09-16T17:37:39,J/ApJS/258/16/tess-ebs
314459000,1,1711.779862,0.0008284302,0.8578359,1.136842e-05,0.852,0.117,0.129,0.9998,0.218,0.119,0.5,,,,,,,"15,16,17",2021-09-16T17:37:36,J/ApJS/258/16/tess-ebs
314527844,1,1629.757918,0.001000647,2.9479377,0.00028562042,0.465,0.066,0.015,0.03856,0.068,0.012,0.538,0.09968,0.016,0.03913,0.098,0.015,0.5379,12,2021-09-16T17:39:12,J/ApJS/258/16/tess-ebs
314826949,1,2089.15556,0.0002309713,2.0377413,4.111967e-06,0.441,0.048,0.018,1.0,,,,0.0694,0.02,1.0,,,,"27,28,29,33,36",2021-09-16T17:41:24,J/ApJS/258/16/tess-ebs
315002523,1,1518.620303,0.007412372,3.3023722,2.0303231e-05,0.496,,,,,,,0.1132,0.01,0.9994,,,,"8,9,35",2021-09-16T17:38:58,J/ApJS/258/16/tess-ebs
315060984,1,1738.714839,0.001447823,1.095509,0.00012641986,0.43,0.067,0.02,0.9995,0.062,0.002,0.506,0.09709,0.023,0.0008554,,,,16,2021-09-16T17:37:49,J/ApJS/258/16/tess-ebs
315120782,1,1518.14873,0.0001804953,0.9337639,1.2376011e-05,0.429,0.055,0.366,0.9995,0.057,0.364,0.499,0.07681,0.414,0.9996,0.082,0.39,0.5,"8,9",2021-09-16T17:38:52,J/ApJS/258/16/tess-ebs
315287999,1,1764.848183,6.689205e-06,1.7504712,2.5875461e-07,0.579,0.101,0.381,0.5173,0.098,0.381,1.0,0.152,0.439,0.5173,0.148,0.439,1.0,"17,24",2021-09-16T17:38:08,J/ApJS/258/16/tess-ebs
315777423,1,1718.338026,0.004446141,4.9319438,0.00066220485,0.535,0.086,0.251,0.9999,0.085,0.199,0.503,0.1304,0.277,0.999,0.129,0.222,0.5,"15,17",2021-09-16T17:37:36,J/ApJS/258/16/tess-ebs
315810194,1,1764.765458,4.469641e-06,0.5433678,2.3420222e-06,0.581,,,0.9625,,,0.754,0.0001466,0.471,0.9119,,,,"17,19,24,25,26",2021-09-16T17:38:11,J/ApJS/258/16/tess-ebs
315937374,1,1791.55119,0.006723866,0.6057959,1.8900725e-06,0.829,0.155,0.098,0.9937,,,,0.3533,0.231,0.004721,,,,"18,19",2021-09-16T17:38:16,J/ApJS/258/16/tess-ebs
316182273,1,1743.504523,0.006192758,11.2219952,0.0058770063,0.313,0.033,0.043,1.0,0.034,0.039,0.501,0.0443,0.043,0.9993,0.045,0.038,0.5,"16,17",2021-09-16T17:37:48,J/ApJS/258/16/tess-ebs
316207527,1,1628.050315,0.0002959772,3.0131225,9.6537812e-05,0.287,0.038,0.458,1.0,0.042,0.118,0.501,0.05327,0.484,4.38e-05,0.058,0.115,0.5,12,2021-09-16T17:36:51,J/ApJS/258/16/tess-ebs
316249183,1,1823.508909,0.002799539,8.0585308,0.0015816406,0.26,0.027,0.056,1.0,0.027,0.054,0.351,0.04024,0.074,0.0003584,0.036,0.052,0.3504,19,2021-09-16T17:38:27,J/ApJS/258/16/tess-ebs
316250867,1,1790.71779,3.740473e-05,0.6851096,6.6397185e-07,0.78,0.115,0.09,0.9962,,,,,,,,,,"18,19",2021-09-16T17:38:13,J/ApJS/258/16/tess-ebs
316317026,1,1932.531166,0.0004847648,3.5507697,5.9894608e-05,0.236,0.029,0.037,1.0,0.03,0.014,0.5,0.04209,0.04,0.9999,0.043,0.016,0.5002,"23,24",2021-09-16T17:39:07,J/ApJS/258/16/tess-ebs
316333039,1,1711.428804,0.0003232715,0.8252373,2.3164873e-07,0.855,0.159,0.117,1.0,0.22,0.093,0.501,,,,,,,"15,22",2021-09-16T17:37:34,J/ApJS/258/16/tess-ebs
316450573,1,1872.210853,3.066777e-05,2.4688767,8.2121666e-07,0.353,0.05,0.114,1.0,0.049,0.015,0.5,0.07205,0.125,1.0,0.072,0.018,0.5,"15,16,21,22,23",2021-09-16T17:37:43,J/ApJS/258/16/tess-ebs
316582319,1,1656.289135,0.0002365585,1.4372009,2.0993585e-05,0.63,0.14,0.237,0.9999,0.138,0.206,0.5,0.2237,0.296,1.024e-05,0.22,0.265,0.5,13,2021-09-16T17:37:00,J/ApJS/258/16/tess-ebs
316633520,1,2014.600219,0.0008040842,4.6419811,0.00030704831,0.535,0.102,0.482,1.0,0.093,0.087,0.5,0.152,0.555,1.0,0.148,0.13,0.5008,26,2021-09-16T17:41:36,J/ApJS/258/16/tess-ebs
316660881,1,1739.844009,0.0006179351,1.2506842,3.8827572e-05,0.632,0.133,0.237,1.001,0.134,0.23,0.501,0.2121,0.299,3.166e-05,0.211,0.292,0.5,"16,17",2021-09-16T17:37:48,J/ApJS/258/16/tess-ebs
316769815,1,1354.924478,0.0001099196,1.712204,6.6813001e-07,0.557,0.091,0.019,1.0,,,,0.1576,0.027,0.0003371,0.183,0.004,0.5001,"2,29",2021-09-16T17:39:15,J/ApJS/258/16/tess-ebs
316783284,1,1740.531528,0.01701987,3.0442237,0.00032855944,0.836,0.254,0.003,0.9855,,,,0.2266,0.005,0.8889,,,,"16,17",2021-09-16T17:37:48,J/ApJS/258/16/tess-ebs
316916655,1,1440.191382,0.00144091,2.8747759,0.00054146758,0.269,,,1.002,,,0.98,0.04408,0.002,0.9983,,,,5,2021-09-16T17:40:42,J/ApJS/258/16/tess-ebs
316918055,1,1437.781438,7.575121e-05,0.8084718,6.6347358e-05,0.426,0.08,0.002,1.009,,,,0.0008963,0.008,0.6419,0.135,0.003,0.0056,5,2021-09-16T17:40:06,J/ApJS/258/16/tess-ebs
317015040,1,1765.291196,0.0006945197,19.847796,9.9173147e-05,0.096,0.009,0.013,1.0,0.012,0.009,0.909,0.01293,0.014,8.145e-06,0.016,0.009,0.9089,"17,18,24,25",2021-09-16T17:38:09,J/ApJS/258/16/tess-ebs
317191077,1,1469.538059,0.0003162861,2.1917865,0.00018492877,0.565,0.057,0.038,1.0,0.05,0.022,0.501,0.09039,0.049,0.9991,0.077,0.032,0.5,6,2021-09-16T17:39:32,J/ApJS/258/16/tess-ebs
317330474,1,1476.892216,0.0004972317,12.2076544,1.1901431e-05,0.081,0.008,0.017,1.0,,,,0.01488,0.024,0.0001281,,,,"6,33",2021-09-16T17:39:36,J/ApJS/258/16/tess-ebs
317411334,1,1470.144944,0.0001723023,2.8973082,0.00011310981,0.333,0.039,0.091,1.0,0.037,0.079,0.5,0.05463,0.1,9.008e-05,0.058,0.087,0.5,6,2021-09-16T17:39:29,J/ApJS/258/16/tess-ebs
317470793,1,1765.082155,0.0003101312,0.4174331,1.8527231e-07,0.749,0.157,0.186,1.0,0.082,0.102,0.503,0.3591,0.419,0.9993,0.341,0.341,0.5011,"17,18",2021-09-16T17:38:00,J/ApJS/258/16/tess-ebs
317642317,1,1570.595498,0.008102827,1.3872943,1.2857685e-05,0.72,0.144,0.233,0.9948,,,,0.2931,0.386,0.0006578,0.274,0.326,0.4999,"10,11,37",2021-09-16T17:36:29,J/ApJS/258/16/tess-ebs
317674257,1,1816.43252,0.0003183305,3.0569931,7.7546861e-05,0.187,0.024,0.41,0.9999,,,,0.03528,0.443,5.033e-05,,,,19,2021-09-16T17:38:37,J/ApJS/258/16/tess-ebs
317681251,1,1818.822382,0.0006995691,3.8722646,0.00038550422,0.31,0.038,0.034,0.9998,,,,0.05628,0.038,1.0,0.052,0.004,0.5038,19,2021-09-16T17:38:29,J/ApJS/258/16/tess-ebs
317839169,1,1765.101045,0.0008274098,4.6688711,0.00022802523,0.329,0.03,0.008,0.9997,,,,0.04014,0.008,0.9999,,,,"17,18",2021-09-16T17:38:06,J/ApJS/258/16/tess-ebs
318067171,1,1844.534498,0.000581438,2.1805537,5.4022061e-05,0.325,0.043,0.037,1.0,,,,0.05765,0.038,0.00023,0.042,0.004,0.5021,20,2021-09-16T17:38:43,J/ApJS/258/16/tess-ebs
318185328,1,1544.643095,0.003120152,0.3683055,1.6045199e-06,0.745,0.098,0.094,1.012,,,,0.3624,0.3,0.003106,0.303,0.243,0.5031,"9,35",2021-09-16T17:36:18,J/ApJS/258/16/tess-ebs
318210930,1,1870.588155,0.001251392,0.2277127,1.391321e-06,0.792,0.104,0.103,0.999,,,,0.3493,0.312,0.004483,0.325,0.28,0.4937,21,2021-09-16T17:41:38,J/ApJS/258/16/tess-ebs
318210930,2,1870.587142,0.001022176,0.2277167,4.09e-06,0.921,,,,,,,,,,,,,21,,J/ApJS/258/16/tess-ebs
