ASASSN-V,URL,TIC_ID,Is_EB,Type,Prob,Per,angDist,Match_Score
J085007.98-574558.0,https://asas-sn.osu.edu/variables/419407,121885237,F,ROT:,0.905,390.0407453,1.644857,4
J150712.66-414130.4,https://asas-sn.osu.edu/variables/398502,122057276,-,VAR,0.607,737.5508273,2.102965,4
J191833.45+394630.1,https://asas-sn.osu.edu/variables/AP14412580,122070918,T,EB,0.999,1.0648614,0.335588,4
J191926.56+412428.9,https://asas-sn.osu.edu/variables/59887,122136964,-,VAR,0.413,322.4656944,1.157345,4
J150812.06-403502.5,https://asas-sn.osu.edu/variables/398568,122162363,F,SXARI,,NON PERIODIC,0.854677,4
J192108.98+375612.4,https://asas-sn.osu.edu/variables/190005,122375269,-,VAR,0.333,NON PERIODIC,1.216066,4
J192204.08+404147.9,https://asas-sn.osu.edu/variables/59885,122446076,T,EA,1.0,1.5195485,1.313948,4
J085454.51-581420.4,https://asas-sn.osu.edu/variables/421490,122499093,-,VAR,0.428,564.2915828,4.459354,3
J183336.08+463541.3,https://asas-sn.osu.edu/variables/AP14583448,122891349,T,EW,1.0,0.3302571,0.33622,4
J075234.62-023711.9,https://asas-sn.osu.edu/variables/279730,122979644,-,VAR,0.319,NON PERIODIC,5.403733,2
J073321.19-425542.5,https://asas-sn.osu.edu/variables/151402,123029030,F,ROT,0.948,1.000801,0.313653,4
J073405.76-461031.6,https://asas-sn.osu.edu/variables/277491,123036121,-,VAR,0.283,NON PERIODIC,1.702825,4
J183627.96+455623.4,https://asas-sn.osu.edu/variables/78460,123038007,T,EW,1.0,0.4226901,1.689075,4
J183645.57+431319.2,https://asas-sn.osu.edu/variables/73289,123042728,-,GCAS,0.253,NON PERIODIC,0.674479,4
J073613.87-445728.9,https://asas-sn.osu.edu/variables/276479,123153249,-,YSO,0.775,NON PERIODIC,1.575117,4
J184533.84+462824.9,https://asas-sn.osu.edu/variables/78521,123311124,T,EB,1.0,0.8715879,1.410596,4
J020331.83-300506.3,https://asas-sn.osu.edu/variables/107245,123337161,T,EW,0.865,0.3681421,1.015863,0
J184555.30+470720.5,https://asas-sn.osu.edu/variables/78310,123357793,F,ROT:,0.303,NON PERIODIC,2.132153,4
J184556.94+471909.5,https://asas-sn.osu.edu/variables/APO312,123357952,T,EB,0.995,0.42835,0.069983,4
J020930.79-305822.1,https://asas-sn.osu.edu/variables/89840,123405765,-,VAR,0.615,989.0169911,4.142848,4
J184843.96+434222.8,https://asas-sn.osu.edu/variables/70902,123416563,T,EA,1.0,0.5807261,0.297246,4
J074018.07-441904.9,https://asas-sn.osu.edu/variables/276700,123478066,F,ROT:,0.287,NON PERIODIC,0.628394,4
J185012.49+453544.1,https://asas-sn.osu.edu/variables/78694,123492200,T,EA,0.481,0.8169324,2.024935,4
J065206.66-113910.7,https://asas-sn.osu.edu/variables/430460,123587926,-,VAR,0.455,NON PERIODIC,1.479677,4
J065427.43-061834.9,https://asas-sn.osu.edu/variables/349328,123884409,F,ROT,0.984,0.7889298,107.731681,1
J060419.73-225545.4,https://asas-sn.osu.edu/variables/AP18563240,123903216,T,EB,0.999,2.6163207,0.066017,4
J060713.15-221602.1,https://asas-sn.osu.edu/variables/126176,124081217,-,VAR,0.308,NON PERIODIC,3.306157,4
J130505.81-312613.0,https://asas-sn.osu.edu/variables/99450,124095230,F,ROT:,0.733,NON PERIODIC,0.805173,4
J060840.70-214132.1,https://asas-sn.osu.edu/variables/AP18565139,124181228,T,EA,0.999,3.6972014,0.132076,4
J130757.63-310048.2,https://asas-sn.osu.edu/variables/99191,124205037,-,VAR,0.435,NON PERIODIC,1.260828,4
J060934.91-211955.2,https://asas-sn.osu.edu/variables/123592,124227849,T,EB,1.0,0.475722,0.490668,4
J065644.41-090052.1,https://asas-sn.osu.edu/variables/429874,124251608,-,VAR,0.753,271.2922213,4.993603,4
J130931.57-340158.9,https://asas-sn.osu.edu/variables/185009,124282575,F,ROT:,0.322,NON PERIODIC,2.164228,4
J131739.71-300043.9,https://asas-sn.osu.edu/variables/99420,124568633,-,UG,,NON PERIODIC,0.758106,4
J061453.03-330422.2,https://asas-sn.osu.edu/variables/148207,124688144,-,VAR,0.323,NON PERIODIC,1.3958,4
J061501.14-355029.2,https://asas-sn.osu.edu/variables/148378,124689860,T,EA,1.0,3.1079197,0.440577,4
J170520.35-475112.8,https://asas-sn.osu.edu/variables/J170520.35-475112.8,125115082,T,EA,0.993,1.3013297,36.773686,0
J235338.18+335917.6,https://asas-sn.osu.edu/variables/86188,125298121,T,EB,0.991,0.612925,0.694356,4
J070242.90-112716.8,https://asas-sn.osu.edu/variables/384493,125497512,-,VAR,0.332,NON PERIODIC,6.720407,2
J170702.53-470007.2,https://asas-sn.osu.edu/variables/420906,125857387,-,GCAS,0.377,NON PERIODIC,4.295683,4
J170735.24-464043.8,https://asas-sn.osu.edu/variables/420867,125958765,-,VAR,0.708,327.1223716,3.222105,4
J090155.46+264121.7,https://asas-sn.osu.edu/variables/106975,126325291,T,EA,0.996,0.8293706,1.030002,4
J210226.10+274828.5,https://asas-sn.osu.edu/variables/84791,126336928,-,VAR,0.318,NON PERIODIC,3.269159,4
J074403.23-274935.8,https://asas-sn.osu.edu/variables/270271,126446153,F,ROT:,0.688,NON PERIODIC,0.441109,4
J210329.78+235946.8,https://asas-sn.osu.edu/variables/79170,126452270,F,L,1.0,NON PERIODIC,0.219945,4
J074434.36-244028.1,https://asas-sn.osu.edu/variables/262017,126586580,-,VAR,0.554,NON PERIODIC,2.991817,4
J205802.31-460400.0,https://asas-sn.osu.edu/variables/107281,126602778,T,EB,1.0,0.712127,2.183979,4
J205847.05-423703.8,https://asas-sn.osu.edu/variables/199501,126637765,T,EW,0.994,0.273431,0.676712,4
J210035.21-423920.7,https://asas-sn.osu.edu/variables/213961,126659093,-,VAR,0.44,NON PERIODIC,0.422504,4
J090827.48-523440.9,https://asas-sn.osu.edu/variables/337765,126899506,-,GCAS,0.445,NON PERIODIC,1.061057,4
J211129.81-450430.5,https://asas-sn.osu.edu/variables/107071,126910093,-,VAR,0.453,NON PERIODIC,2.357941,4
J211419.51-424758.6,https://asas-sn.osu.edu/variables/213867,126944775,-,VAR,0.287,NON PERIODIC,3.978305,4
J211455.94-432344.1,https://asas-sn.osu.edu/variables/213969,126945917,-,VAR,0.327,NON PERIODIC,1.904037,4
J142906.47-472320.0,https://asas-sn.osu.edu/variables/393970,127376588,-,VAR,0.712,496.8438293,1.537137,4
J142918.85-462751.6,https://asas-sn.osu.edu/variables/394186,127382459,-,VAR,0.391,NON PERIODIC,3.503088,0
J002257.59+384514.1,https://asas-sn.osu.edu/variables/116534,127420450,F,L,0.971,NON PERIODIC,2.905996,4
J052538.09+304112.7,https://asas-sn.osu.edu/variables/205420,127843848,-,VAR,0.442,NON PERIODIC,1.497072,4
J052614.60+295912.7,https://asas-sn.osu.edu/variables/204975,127845671,-,GCAS,0.312,NON PERIODIC,0.751788,4
J143250.15-464204.8,https://asas-sn.osu.edu/variables/393411,127861722,-,VAR,0.343,NON PERIODIC,2.746827,4
J224128.67+401334.1,https://asas-sn.osu.edu/variables/270668,128821888,-,VAR,0.277,NON PERIODIC,2.527749,4
J144019.57-454737.4,https://asas-sn.osu.edu/variables/406644,128886984,-,VAR,0.472,488.6604496,3.205674,4
J075357.26-260415.9,https://asas-sn.osu.edu/variables/262405,128905715,F,ROT:,0.665,NON PERIODIC,1.32734,4
J200816.23-453112.1,https://asas-sn.osu.edu/variables/119716,129081118,-,VAR,0.512,NON PERIODIC,1.202852,4
J144134.98-470030.0,https://asas-sn.osu.edu/variables/406970,129116176,F,ROT:,0.502,244.3302248,1.178313,4
J224721.58+390922.3,https://asas-sn.osu.edu/variables/93269,129128212,F,HADS,1.0,0.0952554,1.721982,4
J201430.84-422921.1,https://asas-sn.osu.edu/variables/AP58866599,129292407,T,EA,0.979,8.1079523,0.232907,4
J225214.79+384444.5,https://asas-sn.osu.edu/variables/92908,129409890,-,VAR,0.335,NON PERIODIC,0.289493,4
J225623.22+413613.8,https://asas-sn.osu.edu/variables/269199,129538133,T,EB,0.395,63.2918817,4.592426,0
J022136.58-371245.2,https://asas-sn.osu.edu/variables/78447,129764561,-,VAR,0.4,NON PERIODIC,1.185111,4
J144950.60-444010.2,https://asas-sn.osu.edu/variables/AP50619177,129778070,T,EB,0.953,0.4954749,1.548798,4
J033701.36-413139.1,https://asas-sn.osu.edu/variables/145737,129810365,F,ROT:,0.58,NON PERIODIC,1.013391,4
J034413.03-411647.5,https://asas-sn.osu.edu/variables/145747,129888462,-,VAR,0.299,NON PERIODIC,0.646579,4
J074900.89+283428.0,https://asas-sn.osu.edu/variables/121417,130158361,-,VAR,0.306,NON PERIODIC,6.457674,0
J074900.89+283428.0,https://asas-sn.osu.edu/variables/121417,130158363,-,VAR,0.306,NON PERIODIC,1.835072,4
J075959.99-260831.3,https://asas-sn.osu.edu/variables/261615,130443621,-,VAR,0.479,262.1672202,1.961863,4
J122858.43-341502.7,https://asas-sn.osu.edu/variables/224540,130790080,T,EW,1.0,0.3234615,1.655516,4
J123135.11-334012.6,https://asas-sn.osu.edu/variables/224671,130866502,-,VAR,0.404,280.4307716,0.80315,4
J075127.37-413614.7,https://asas-sn.osu.edu/variables/280509,131251909,F,RRC,0.698,0.3357151,0.523062,4
J075238.77-385143.1,https://asas-sn.osu.edu/variables/273227,131569323,-,VAR,0.297,581.4424593,3.334274,4
J095649.31-492219.2,https://asas-sn.osu.edu/variables/338080,132965136,F,ROT:,0.515,NON PERIODIC,1.178118,4
J070739.87-475756.1,https://asas-sn.osu.edu/variables/54581,134283998,-,VAR,0.295,NON PERIODIC,3.990049,0
J071233.73-464530.5,https://asas-sn.osu.edu/variables/54677,134497068,-,VAR,0.372,697.1304633,3.238511,4
J071313.37-451101.2,https://asas-sn.osu.edu/variables/54756,134500902,-,GCAS,0.287,NON PERIODIC,3.357668,1
J071446.26-465058.3,https://asas-sn.osu.edu/variables/54655,134545456,-,VAR,0.354,697.1304633,2.469297,4
J120854.72-411354.6,https://asas-sn.osu.edu/variables/167327,134653865,-,VAR,0.41,NON PERIODIC,1.72038,4
J121523.55-371233.8,https://asas-sn.osu.edu/variables/654248,134902595,T,EA,1.0,1.382521,1.215778,4
J122438.00-401351.9,https://asas-sn.osu.edu/variables/167325,135244338,-,VAR,0.262,500.3759296,0.470227,0
J122811.75-361901.1,https://asas-sn.osu.edu/variables/97358,135369080,F,ROT:,0.328,NON PERIODIC,1.058697,4
J180451.69+180047.8,https://asas-sn.osu.edu/variables/AP34986547,135416254,T,EA,0.994,5.4558697,0.53818,4
J100230.95-494846.8,https://asas-sn.osu.edu/variables/AP41928539,136209613,T,EA,1.0,1.6366169,0.276867,4
J202210.35+311509.3,https://asas-sn.osu.edu/variables/200517,136317809,-,VAR,0.269,NON PERIODIC,3.100767,2
J202402.62+330834.0,https://asas-sn.osu.edu/variables/262145,136879755,T,EA,0.964,1.5014918,2.157809,4
J152149.91-482948.0,https://asas-sn.osu.edu/variables/AP50458052,136908542,T,EA,1.0,4.1788544,0.607124,4
J192542.77+390425.6,https://asas-sn.osu.edu/variables/J192542.77+390425.6,137152301,F,RRC,0.905,0.2460076,0.087151,4
J020325.73+722518.2,https://asas-sn.osu.edu/variables/134942,137200814,-,VAR,0.672,629.2238237,2.2835,1
J192755.27+413333.6,https://asas-sn.osu.edu/variables/64313,137408317,T,EA,0.998,3.7232849,0.28573,4
J085424.08+794053.0,https://asas-sn.osu.edu/variables/141695,137503140,F,ROT:,0.569,NON PERIODIC,1.160483,4
J193028.55+383129.0,https://asas-sn.osu.edu/variables/191737,137687487,T,EB,1.0,0.5134885,1.049361,4
J114842.07+544307.6,https://asas-sn.osu.edu/variables/APO1867,137803552,F,DSCT,0.99,0.09134,0.049478,4
J031234.79-193158.0,https://asas-sn.osu.edu/variables/186365,137860956,T,EW,1.0,0.3857671,0.401908,4
J152300.65-533113.8,https://asas-sn.osu.edu/variables/344958,137872682,-,VAR,0.374,NON PERIODIC,2.290047,4
J031901.49+324116.9,https://asas-sn.osu.edu/variables/129222,137906810,-,VAR,0.302,NON PERIODIC,1.205092,4
J193222.79+382140.5,https://asas-sn.osu.edu/variables/APO358,137975907,T,EA,1.0,1.70334,0.072139,4
J211653.22+474048.7,https://asas-sn.osu.edu/variables/AP15043399,138136997,F,L,0.97,NON PERIODIC,70.674741,0
J144305.28+302435.7,https://asas-sn.osu.edu/variables/79336,138256097,T,EW,1.0,0.463934,1.025262,4
J151726.76+381336.1,https://asas-sn.osu.edu/variables/71664,138256675,T,EB,1.0,0.5689223,0.844371,4
J062203.09+343550.5,https://asas-sn.osu.edu/variables/213786,138333980,-,VAR,0.35,NON PERIODIC,0.373356,4
J211904.09+434548.4,https://asas-sn.osu.edu/variables/259478,138465692,-,GCAS:,0.264,NON PERIODIC,0.624265,4
J062601.90+822126.3,https://asas-sn.osu.edu/variables/427642,138476641,-,VAR,0.379,NON PERIODIC,1.304582,4
J103003.08+614843.6,https://asas-sn.osu.edu/variables/135440,138505004,-,VAR,0.279,NON PERIODIC,2.320221,4
J103555.28+633532.4,https://asas-sn.osu.edu/variables/135502,138543573,-,VAR,0.332,NON PERIODIC,2.562516,4
J114302.26+603436.2,https://asas-sn.osu.edu/variables/117653,138578906,-,VAR,0.314,NON PERIODIC,0.482086,4
J021312.71-405450.2,https://asas-sn.osu.edu/variables/149185,138735041,F,HADS,1.0,0.1155074,0.147343,4
J105442.20+252927.3,https://asas-sn.osu.edu/variables/117793,138738145,-,VAR,0.367,NON PERIODIC,0.868147,4
J212033.08+421637.7,https://asas-sn.osu.edu/variables/259643,138745625,T,EA,0.724,42.6903388,1.364121,4
J193944.73+395108.9,https://asas-sn.osu.edu/variables/APO367,138893145,T,EA,0.693,3.75012,0.090074,4
J212209.12+420831.8,https://asas-sn.osu.edu/variables/258876,138951779,T,EA,0.985,11.9775033,0.602116,4
J194052.20+395436.0,https://asas-sn.osu.edu/variables/64136,138971570,T,EA,1.0,3.0036485,0.152586,4
J120802.82+311104.2,https://asas-sn.osu.edu/variables/119828,139053027,F,ROT,0.626,0.4632567,2.36535,4
J120934.00+335633.8,https://asas-sn.osu.edu/variables/88404,139061135,-,VAR,0.382,831.528422,3.447387,4
J211633.29-473341.8,https://asas-sn.osu.edu/variables/118302,139067693,T,EW,1.0,0.474033,24.186977,0
J225629.30-472146.8,https://asas-sn.osu.edu/variables/110325,139128537,T,EA,0.963,1.5782254,1.385063,4
J225831.91-421717.3,https://asas-sn.osu.edu/variables/187270,139148071,-,VAR,0.283,NON PERIODIC,0.723784,4
J230501.98-435609.0,https://asas-sn.osu.edu/variables/110315,139207681,T,EB,1.0,0.4936791,0.966788,4
J072659.28-230510.2,https://asas-sn.osu.edu/variables/426631,139385056,-,VAR,0.405,306.1035979,2.853002,4
J052027.02-211422.9,https://asas-sn.osu.edu/variables/127585,139409739,-,VAR,0.73,NON PERIODIC,1.511868,4
J023618.80+401217.5,https://asas-sn.osu.edu/variables/129883,139460937,-,VAR,0.741,454.5965372,1.045176,4
J042152.28-182244.2,https://asas-sn.osu.edu/variables/464795,139638842,F,ROT:,0.295,NON PERIODIC,2.758719,4
J212942.78-502030.2,https://asas-sn.osu.edu/variables/245549,139699256,-,VAR,0.381,NON PERIODIC,2.501565,4
J213031.68-530629.9,https://asas-sn.osu.edu/variables/110431,139700621,-,VAR,0.293,NON PERIODIC,0.880298,0
J042535.16-184802.2,https://asas-sn.osu.edu/variables/180487,139701741,T,EA,1.0,2.6304312,0.795665,4
J042558.61-212856.7,https://asas-sn.osu.edu/variables/135097,139703005,-,VAR,0.439,NON PERIODIC,0.437151,4
J213103.58-505047.2,https://asas-sn.osu.edu/variables/245345,139721086,-,VAR,0.323,NON PERIODIC,3.281245,4
J042715.87-213501.4,https://asas-sn.osu.edu/variables/135107,139724460,F,ROT:,0.275,NON PERIODIC,0.886813,4
J042814.96-230605.0,https://asas-sn.osu.edu/variables/134986,139732428,-,VAR,0.299,NON PERIODIC,2.208895,4
J213959.70-522134.8,https://asas-sn.osu.edu/variables/110634,139825840,-,VAR,0.298,NON PERIODIC,2.443037,4
J214149.34-501009.9,https://asas-sn.osu.edu/variables/245631,139841210,F,ROT:,0.611,NON PERIODIC,1.979192,4
J214304.08-481121.1,https://asas-sn.osu.edu/variables/245313,139845816,-,VAR,0.5,NON PERIODIC,1.720882,4
J082920.88-465335.5,https://asas-sn.osu.edu/variables/387921,140064648,-,VAR,0.487,569.2105498,1.586742,4
J082945.77-461954.4,https://asas-sn.osu.edu/variables/387529,140066660,-,VAR,0.401,541.9874365,1.404464,4
J082920.67-435031.8,https://asas-sn.osu.edu/variables/388717,140132301,-,GCAS,0.293,NON PERIODIC,0.229576,4
J035346.62-360522.3,https://asas-sn.osu.edu/variables/76181,140141922,F,ROT:,0.349,NON PERIODIC,1.208684,4
J053853.97-333756.5,https://asas-sn.osu.edu/variables/148816,140209204,T,EA,1.0,2.7521421,0.393339,4
J082750.42-500559.7,https://asas-sn.osu.edu/variables/270343,140300162,-,VAR,0.318,282.5992618,0.732412,4
J012450.34-324124.1,https://asas-sn.osu.edu/variables/AP37506087,140493525,T,EW,1.0,0.3089713,0.493388,4
J060158.17+102555.7,https://asas-sn.osu.edu/variables/J060158.17+102555.7,140569949,T,EA,1.0,2.353527,0.139877,4
J043249.19-734532.3,https://asas-sn.osu.edu/variables/177088,140580579,T,EB,0.999,0.7438146,0.406549,4
J044247.00+725842.6,https://asas-sn.osu.edu/variables/134182,140627676,-,VAR,0.439,NON PERIODIC,3.385368,4
J044601.27+763639.1,https://asas-sn.osu.edu/variables/133410,140638831,-,VAR,0.298,NON PERIODIC,2.505524,4
J045014.94-724932.8,https://asas-sn.osu.edu/variables/AP36229145,140661916,T,EB,0.938,0.5219829,0.444373,4
J045707.54-720756.6,https://asas-sn.osu.edu/variables/155364,140757590,T,EW,1.0,0.4184005,1.743191,4
J050522.40+721930.3,https://asas-sn.osu.edu/variables/AP4219993,140839172,T,EA,1.0,0.5663196,0.196534,3
J083412.45-444810.4,https://asas-sn.osu.edu/variables/388610,140842489,-,VAR,0.323,532.722694,0.81301,4
J050650.35-722111.9,https://asas-sn.osu.edu/variables/154630,140891597,F,ROT:,0.924,NON PERIODIC,1.046386,4
J083514.40-424332.4,https://asas-sn.osu.edu/variables/389439,140986572,F,ROT:,0.587,NON PERIODIC,41.786467,0
J083514.40-424332.4,https://asas-sn.osu.edu/variables/389439,140986621,F,ROT:,0.587,NON PERIODIC,1.460136,4
J052213.26-715617.3,https://asas-sn.osu.edu/variables/25049,141126559,-,VAR,0.386,NON PERIODIC,1.646768,4
J083740.81-472142.7,https://asas-sn.osu.edu/variables/387791,141227331,-,VAR,0.564,NON PERIODIC,0.434877,4
J083718.28-464713.3,https://asas-sn.osu.edu/variables/387874,141232621,F,ROT:,0.552,NON PERIODIC,3.338906,4
J053003.08-761456.9,https://asas-sn.osu.edu/variables/51802,141268467,-,VAR,0.492,467.7505625,1.600496,4
J070820.10+783132.4,https://asas-sn.osu.edu/variables/AP7591847,141602778,F,ROT,0.999,0.6293259,0.756678,4
J055500.84-724135.5,https://asas-sn.osu.edu/variables/153313,141606986,-,VAR,0.443,NON PERIODIC,0.773668,4
J055607.06-733841.2,https://asas-sn.osu.edu/variables/153449,141621733,F,ROT:,0.879,503.7281536,0.498302,4
J055655.05-732033.0,https://asas-sn.osu.edu/variables/153448,141622065,F,ROT:,0.291,NON PERIODIC,0.798307,4
J055944.00-731228.0,https://asas-sn.osu.edu/variables/AP36212622,141682270,F,RRC,0.859,0.4295379,0.123865,4
J060144.94-771904.1,https://asas-sn.osu.edu/variables/447981,141708335,F,ROT,0.938,5.2303,70.45053,0
J060643.35-721254.5,https://asas-sn.osu.edu/variables/AP39337700,141766191,T,EW,0.968,0.3735105,0.176068,4
J060725.95-765537.8,https://asas-sn.osu.edu/variables/51747,141770299,-,VAR,0.343,NON PERIODIC,0.93332,4
J075035.69-185626.1,https://asas-sn.osu.edu/variables/429312,141782808,-,VAR,0.42,NON PERIODIC,5.200823,2
J134021.41+571227.8,https://asas-sn.osu.edu/variables/108140,141815106,-,VAR,0.335,NON PERIODIC,0.42303,4
J061627.59-742649.9,https://asas-sn.osu.edu/variables/153493,141871560,-,VAR,0.413,NON PERIODIC,0.82948,4
J061936.77-720200.5,https://asas-sn.osu.edu/variables/153423,141914317,T,EA,0.941,0.4371699,0.053947,4
J062254.26-750201.9,https://asas-sn.osu.edu/variables/AP39304621,141975903,T,EW,0.876,0.2577055,0.593359,4
J170119.46+170445.1,https://asas-sn.osu.edu/variables/53844,141981045,T,EA,0.993,0.6876853,0.911489,4
J062448.70-720039.3,https://asas-sn.osu.edu/variables/AP39337021,142013583,T,EW,0.999,0.3220015,0.289981,4
J075227.10-234306.9,https://asas-sn.osu.edu/variables/428601,142080812,-,VAR,0.365,426.6540204,3.969894,2
J115612.21-311219.1,https://asas-sn.osu.edu/variables/AP25960936,142096904,T,EA,1.0,0.9897979,0.434414,4
J063430.76-720308.4,https://asas-sn.osu.edu/variables/17202,142105466,T,EW,1.0,0.4331965,0.151808,4
J063741.17-773217.4,https://asas-sn.osu.edu/variables/79093,142108949,F,L,1.0,NON PERIODIC,2.298269,4
J063705.59-762438.7,https://asas-sn.osu.edu/variables/79430,142109430,-,VAR,0.319,NON PERIODIC,0.953583,4
J115703.60-331854.7,https://asas-sn.osu.edu/variables/192211,142110847,-,GCAS,0.404,NON PERIODIC,2.102242,1
J083821.99+483802.6,https://asas-sn.osu.edu/variables/128216,142155545,-,DQ,,NON PERIODIC,0.454166,4
J120127.55-321335.7,https://asas-sn.osu.edu/variables/191907,142209361,T,EA,1.0,2.1755686,2.541605,4
J023705.88-425748.1,https://asas-sn.osu.edu/variables/154917,142240683,-,VAR,0.475,NON PERIODIC,1.281137,4
J084558.66+530209.2,https://asas-sn.osu.edu/variables/135824,142258314,T,EA,0.991,0.8441343,1.468513,4
J120222.39-312224.2,https://asas-sn.osu.edu/variables/111207,142262969,F,ROT:,0.529,NON PERIODIC,1.402182,4
J120556.84-354137.1,https://asas-sn.osu.edu/variables/183377,142375417,-,VAR,0.391,673.4403697,2.352327,4
J111128.67+730653.7,https://asas-sn.osu.edu/variables/137323,142587827,-,VAR,0.355,NON PERIODIC,1.624315,4
J111242.35+762656.3,https://asas-sn.osu.edu/variables/126069,142588954,F,ROT:,0.853,NON PERIODIC,0.102138,4
J112405.52+775216.2,https://asas-sn.osu.edu/variables/126399,142619515,T,EW,1.0,0.2699087,0.590931,4
J112425.30+774215.8,https://asas-sn.osu.edu/variables/126329,142619583,F,HADS,1.0,0.0558111,0.208868,4
J091110.30-041610.5,https://asas-sn.osu.edu/variables/197451,142742998,-,VAR,0.348,NON PERIODIC,2.22415,2
J101536.72+764154.7,https://asas-sn.osu.edu/variables/125238,142783746,F,ROT:,0.61,NON PERIODIC,0.555819,4
J104902.17+671256.0,https://asas-sn.osu.edu/variables/141642,142791832,F,ROT:,0.534,318.4377724,3.933304,4
J032501.67-295208.6,https://asas-sn.osu.edu/variables/559897,142873694,T,EA,0.999,1.1982319,0.845828,4
J032812.87-314924.7,https://asas-sn.osu.edu/variables/82369,142929481,F,ROT:,0.653,NON PERIODIC,2.428037,4
J033218.80-353915.6,https://asas-sn.osu.edu/variables/147037,142945544,-,VAR,0.344,NON PERIODIC,0.479688,4
J110951.12-093142.1,https://asas-sn.osu.edu/variables/422429,143034559,-,VAR,0.394,NON PERIODIC,0.154458,4
J034105.10-302508.5,https://asas-sn.osu.edu/variables/74284,143043815,-,VAR,0.372,NON PERIODIC,1.903008,4
J111130.49-081541.4,https://asas-sn.osu.edu/variables/422432,143058907,-,VAR,0.388,NON PERIODIC,1.057667,4
J034120.04-352713.9,https://asas-sn.osu.edu/variables/147049,143071364,F,ROT:,0.888,NON PERIODIC,65.733773,0
J170716.76+172536.3,https://asas-sn.osu.edu/variables/52415,143100813,-,VAR,0.384,NON PERIODIC,1.303278,4
J074831.08-432845.4,https://asas-sn.osu.edu/variables/281094,143157580,T,EA,1.0,1.4342917,0.42109,4
J055941.40-303954.4,https://asas-sn.osu.edu/variables/58723,143168754,-,VAR,0.361,NON PERIODIC,0.765379,4
J060420.16-321021.0,https://asas-sn.osu.edu/variables/150301,143314844,-,VAR,0.313,NON PERIODIC,1.296814,4
J052919.32-161717.8,https://asas-sn.osu.edu/variables/173419,143350469,T,EA,1.0,0.6608525,0.820928,4
J102157.76-034342.0,https://asas-sn.osu.edu/variables/332925,143452951,T,EA,0.998,1.5378266,0.74565,2
J075140.23-425317.6,https://asas-sn.osu.edu/variables/281385,143488434,-,GCAS,0.485,NON PERIODIC,1.393028,1
J075355.82-442239.1,https://asas-sn.osu.edu/variables/521585,143601280,T,EA,0.993,2.87176,63.561333,0
J075359.20-453838.0,https://asas-sn.osu.edu/variables/269523,143669444,-,VAR,0.476,274.2499665,2.72713,4
J075440.33-461340.4,https://asas-sn.osu.edu/variables/270174,143677045,F,ROT:,0.316,NON PERIODIC,0.559439,4
J190212.04-463912.7,https://asas-sn.osu.edu/variables/72992,143765469,-,VAR,0.427,NON PERIODIC,2.547614,4
J222503.03-534836.9,https://asas-sn.osu.edu/variables/116603,144000467,-,VAR,0.505,540.6379283,0.992637,4
J123504.24-413639.2,https://asas-sn.osu.edu/variables/184369,144155582,F,ROT,0.998,8.4034064,0.616978,4
J040353.10-443932.0,https://asas-sn.osu.edu/variables/56699,144162567,-,VAR,0.73,331.5388847,3.461446,4
J215153.33-422225.1,https://asas-sn.osu.edu/variables/210294,144194304,-,VAR,0.432,NON PERIODIC,2.083469,4
J063058.24+383121.5,https://asas-sn.osu.edu/variables/244707,144203939,F,RRAB,0.988,0.6718722,0.640957,4
J233829.37-451222.5,https://asas-sn.osu.edu/variables/102038,144307714,T,EW,1.0,0.4038966,37.375578,2
J234003.29-473838.1,https://asas-sn.osu.edu/variables/102009,144309524,F,HADS,1.0,0.1114205,0.502636,4
J222523.65-443539.3,https://asas-sn.osu.edu/variables/111939,144462697,T,EA,1.0,1.2339767,0.619689,4
J080520.18-335022.6,https://asas-sn.osu.edu/variables/AP43782502,144475181,T,EA,1.0,1.4871381,0.095188,4
J053742.41-410123.9,https://asas-sn.osu.edu/variables/AP36898732,144500485,T,EB,1.0,0.5687808,0.120431,4
J032346.14-252911.4,https://asas-sn.osu.edu/variables/AP37608714,144522855,T,EB,1.0,0.6655944,0.16204,4
J032923.11-240603.0,https://asas-sn.osu.edu/variables/130707,144539611,-,VAR,0.569,454.1318766,3.243433,4
J033202.12-270251.9,https://asas-sn.osu.edu/variables/147107,144598282,F,ROT,0.965,0.6603938,1.314457,4
J053946.55+081102.7,https://asas-sn.osu.edu/variables/AP24019631,144695651,T,EA,1.0,1.3244776,0.156546,4
J080748.98-312726.6,https://asas-sn.osu.edu/variables/362161,144804862,T,EA,0.971,4.7700808,2.08545,0
J084548.25-532551.1,https://asas-sn.osu.edu/variables/338172,144996772,-,VAR,0.457,281.3997895,2.711562,4
J084814.44-520512.6,https://asas-sn.osu.edu/variables/338476,145243254,T,EA,1.0,1.6861692,0.815997,4
J081022.38-354623.0,https://asas-sn.osu.edu/variables/337656,145338612,-,VAR,0.739,576.6420719,1.360825,0
J084909.15-500035.4,https://asas-sn.osu.edu/variables/339231,145372195,F,HADS,1.0,0.1290371,0.831679,4
J081232.04-330417.6,https://asas-sn.osu.edu/variables/336925,145762697,F,ROT:,0.681,NON PERIODIC,41.635418,0
J081303.97-343444.1,https://asas-sn.osu.edu/variables/336301,145870698,F,DCEP,0.53,20.6433226,3.328131,1
J050617.70-200753.1,https://asas-sn.osu.edu/variables/135160,146520491,-,VAR,0.445,NON PERIODIC,0.6199,4
