ASASSN-V,URL,TIC_ID,Is_EB,Type,Prob,Per,angDist,Match_Score
J194548.87+494711.1,https://asas-sn.osu.edu/variables/79375,27846645,F,ROT:,0.572,NON PERIODIC,0.753805,4
J194718.31+482636.3,https://asas-sn.osu.edu/variables/79353,27915909,F,ROT:,0.671,441.3957132,1.05807,4
J004118.28-195145.9,https://asas-sn.osu.edu/variables/285695,27985664,F,ROT:,0.357,NON PERIODIC,0.422266,4
J135955.58+280940.0,https://asas-sn.osu.edu/variables/88396,28157482,-,VAR,0.658,819.8215666,1.113822,4
J140313.21+280117.3,https://asas-sn.osu.edu/variables/J140313.21+280117.3,28188795,F,ROT,0.999,1.2708328,0.712482,4
J195038.30+525918.4,https://asas-sn.osu.edu/variables/74068,28298510,-,VAR,0.414,445.4818743,5.478009,2
J015823.94+252119.9,https://asas-sn.osu.edu/variables/92226,28351918,T,EA,0.997,0.5150895,0.831465,4
J195222.23+480616.2,https://asas-sn.osu.edu/variables/APO384,28359831,F,ELL,0.461,0.89048,0.006108,4
J014839.16+382314.9,https://asas-sn.osu.edu/variables/117498,28763683,T,EW,0.99,0.8917487,0.635765,4
J085025.91-463503.7,https://asas-sn.osu.edu/variables/415624,29051733,-,VAR,0.316,654.2775417,3.744387,4
J085033.41-463143.7,https://asas-sn.osu.edu/variables/414257,29052041,-,GCAS,0.411,NON PERIODIC,1.479081,0
J032332.37+255357.9,https://asas-sn.osu.edu/variables/91694,29053989,-,VAR,0.837,735.3636114,0.656162,4
J100420.67-331901.6,https://asas-sn.osu.edu/variables/181994,29664907,-,VAR,0.742,567.8635588,1.009966,4
J041730.33-664938.6,https://asas-sn.osu.edu/variables/150900,29777922,T,EB,1.0,0.5305982,0.273466,4
J041725.19-662416.5,https://asas-sn.osu.edu/variables/150771,29778064,T,EA,1.0,0.4946453,0.456746,4
J041852.67-690019.6,https://asas-sn.osu.edu/variables/AP36330230,29779122,F,ROT,0.993,0.7420941,0.170608,3
J042002.61-711443.8,https://asas-sn.osu.edu/variables/AP36235348,29780293,T,EW,0.94,0.4144267,0.598005,4
J013416.32-072438.7,https://asas-sn.osu.edu/variables/193459,29848012,T,EW,1.0,0.3491716,0.806189,4
J013514.00-071252.4,https://asas-sn.osu.edu/variables/192790,29853348,F,ROT,0.996,0.7030585,1.453005,4
J013616.50-105235.0,https://asas-sn.osu.edu/variables/AP16603342,29854488,F,ROT,0.968,2.3008603,1.292678,4
J014028.50-160632.7,https://asas-sn.osu.edu/variables/173354,29939923,F,ROT:,0.373,NON PERIODIC,1.209544,4
J085414.47-462946.4,https://asas-sn.osu.edu/variables/415103,29949778,-,VAR,0.38,150.4531049,2.345485,4
J025232.41-124613.2,https://asas-sn.osu.edu/variables/154949,30016911,-,VAR,0.52,829.8268402,4.628016,4
J025347.43-130743.6,https://asas-sn.osu.edu/variables/155204,30028394,T,EW,0.999,0.4571008,0.773488,4
J045207.13-704353.4,https://asas-sn.osu.edu/variables/43865,30034081,T,EA,1.0,2.3445955,1.332741,4
J045250.81-704630.5,https://asas-sn.osu.edu/variables/45962,30034189,F,SR,0.948,1055.4638,114.278344,0
J085524.08-441114.8,https://asas-sn.osu.edu/variables/415583,30122338,F,ROT:,0.403,NON PERIODIC,0.54642,4
J045628.23-694037.2,https://asas-sn.osu.edu/variables/46317,30267198,F,L,0.993,NON PERIODIC,100.177738,4
J045647.03-662856.4,https://asas-sn.osu.edu/variables/AP36300592,30275777,T,EA,0.662,27.8968607,84.531765,0
J045623.23-662712.1,https://asas-sn.osu.edu/variables/J045623.23-662712.1,30275795,F,SR,0.999,456.9397657,16.032282,0
J045651.28-662348.9,https://asas-sn.osu.edu/variables/457673,30275861,F,L,0.978,NON PERIODIC,87.514486,1
J045651.28-662348.9,https://asas-sn.osu.edu/variables/457673,30312676,F,L,0.978,NON PERIODIC,108.40362,0
J045701.17-662357.5,https://asas-sn.osu.edu/variables/AP36300651,30312711,T,EA,0.815,3.8634538,27.818576,1
J045647.03-662856.4,https://asas-sn.osu.edu/variables/AP36300592,30312916,T,EA,0.662,27.8968607,103.122479,2
J045713.23-682556.3,https://asas-sn.osu.edu/variables/AP36294121,30317282,T,EA,0.961,2.696504,76.812234,2
J045716.88-682439.7,https://asas-sn.osu.edu/variables/44946,30317301,-,GCAS:,0.44,482.2476098,58.610467,4
J045913.80-693543.0,https://asas-sn.osu.edu/variables/43851,30531417,F,RRC,0.999,0.3289386,1.286584,4
J050047.90-702951.5,https://asas-sn.osu.edu/variables/43836,30631330,T,EW,1.0,0.3873553,0.622718,4
J132228.82-392555.1,https://asas-sn.osu.edu/variables/84869,30876081,-,VAR,0.297,NON PERIODIC,0.734152,4
J132418.09-371702.7,https://asas-sn.osu.edu/variables/84783,30993392,-,VAR,0.33,NON PERIODIC,1.603106,4
J050456.42-701157.0,https://asas-sn.osu.edu/variables/AP36241654,31020027,T,EA,0.568,2.4852712,55.993408,2
J050555.38-675310.2,https://asas-sn.osu.edu/variables/46038,31106686,-,GCAS,0.456,NON PERIODIC,1.035277,4
J050527.09-674313.5,https://asas-sn.osu.edu/variables/139045,31107108,F,ROT:,0.74,NON PERIODIC,0.604976,4
J052451.59-280911.1,https://asas-sn.osu.edu/variables/61827,31118189,-,VAR,0.398,NON PERIODIC,0.86702,4
J174155.04-453417.0,https://asas-sn.osu.edu/variables/422457,31207306,-,VAR,0.363,NON PERIODIC,1.613336,4
J052925.35-285227.5,https://asas-sn.osu.edu/variables/62047,31281820,F,ROT,0.972,2.1334846,0.650278,4
J053113.57-270903.7,https://asas-sn.osu.edu/variables/146059,31303242,F,ROT:,0.311,NON PERIODIC,1.228368,4
J055536.17-701307.1,https://asas-sn.osu.edu/variables/AP36255901,31415131,T,EB,0.787,0.7896084,0.175943,4
J055836.34-680451.1,https://asas-sn.osu.edu/variables/6325,31529035,T,EA,0.999,5.7542384,0.782804,4
J055839.84-681145.8,https://asas-sn.osu.edu/variables/AP36272976,31529171,T,EW,0.985,0.4617899,0.070253,4
J030524.31-664103.1,https://asas-sn.osu.edu/variables/166796,31653503,T,EA,1.0,6.6801745,0.421046,4
J030617.18-681230.3,https://asas-sn.osu.edu/variables/98253,31655792,T,EW,0.891,0.4161073,0.776557,4
J074502.10-102227.9,https://asas-sn.osu.edu/variables/413792,31767465,F,SR,1.0,127.291917,46.903625,0
J032258.06-704719.4,https://asas-sn.osu.edu/variables/87343,31796120,-,VAR,0.388,347.8154492,0.751097,4
J032836.95-665513.7,https://asas-sn.osu.edu/variables/166822,31850842,F,ROT:,0.834,NON PERIODIC,1.201263,4
J090742.79-443758.1,https://asas-sn.osu.edu/variables/645786,31921921,-,VAR,0.487,289.449976,3.223574,0
J033336.03-690058.4,https://asas-sn.osu.edu/variables/86931,31925242,-,VAR,0.33,493.7833907,1.43732,4
J033949.69-682419.2,https://asas-sn.osu.edu/variables/AP36327219,31961007,T,EA,0.987,2.1267735,0.139154,4
J034357.14-712844.4,https://asas-sn.osu.edu/variables/AP36170235,32000625,T,EA,0.933,0.7017654,0.216449,0
J074655.59-093429.8,https://asas-sn.osu.edu/variables/414359,32008233,-,CV,,NON PERIODIC,1.709969,4
J034523.34-713926.1,https://asas-sn.osu.edu/variables/87574,32035258,-,VAR,0.328,593.7040392,3.712797,4
J035036.72-662039.6,https://asas-sn.osu.edu/variables/150926,32053388,-,VAR,0.288,507.756791,0.162413,4
J035508.23-713559.3,https://asas-sn.osu.edu/variables/AP36319901,32093154,T,EW,0.583,0.4018086,0.413884,4
J220946.96-270401.5,https://asas-sn.osu.edu/variables/AP58332898,32200310,T,EW,1.0,0.3604467,0.440086,4
J013501.02-295436.3,https://asas-sn.osu.edu/variables/93903,32268776,-,VAR,0.665,145.2612665,1.094311,4
J013523.68-350743.1,https://asas-sn.osu.edu/variables/166317,32282599,F,RRAB,0.991,0.6370744,0.518675,4
J013711.41-345919.6,https://asas-sn.osu.edu/variables/166319,32284829,T,EB,0.986,0.4642635,0.669758,4
J014459.67-300334.4,https://asas-sn.osu.edu/variables/110194,32398153,F,RRC,0.999,0.3773584,0.994977,4
J053817.24-273115.2,https://asas-sn.osu.edu/variables/146039,32543789,T,EW,1.0,0.319117,1.468581,4
J012330.27-135526.2,https://asas-sn.osu.edu/variables/175032,32551761,-,VAR,0.712,NON PERIODIC,1.080103,4
J053934.11-250853.8,https://asas-sn.osu.edu/variables/146164,32559254,-,VAR,0.449,NON PERIODIC,2.036403,4
J065722.65-011741.1,https://asas-sn.osu.edu/variables/332741,32599603,-,VAR,0.346,NON PERIODIC,9.262881,2
J114359.14-295159.7,https://asas-sn.osu.edu/variables/99962,32636486,T,EW,1.0,0.4000767,0.757169,4
J114509.22-255710.0,https://asas-sn.osu.edu/variables/AP26095113,32658723,T,EA,0.999,5.5272402,0.378977,4
J054407.43-283637.7,https://asas-sn.osu.edu/variables/59999,32702481,-,VAR,0.57,NON PERIODIC,1.096742,4
J054413.38-260615.3,https://asas-sn.osu.edu/variables/142057,32705970,F,ROT:,0.835,501.623655,0.592773,4
J055208.43-274246.0,https://asas-sn.osu.edu/variables/142168,33004581,T,EW,1.0,0.6217768,0.145153,4
J065936.81-004658.0,https://asas-sn.osu.edu/variables/330614,33149129,-,VAR,0.289,NON PERIODIC,1.358746,4
J070318.32-054416.3,https://asas-sn.osu.edu/variables/361408,33194538,F,ROT:,0.347,NON PERIODIC,0.910335,4
J054936.74-211424.1,https://asas-sn.osu.edu/variables/124566,33419790,-,VAR,0.415,NON PERIODIC,1.820596,4
J055222.68-203559.5,https://asas-sn.osu.edu/variables/124431,33522950,F,L,1.0,NON PERIODIC,100.053022,0
J015200.01-280030.6,https://asas-sn.osu.edu/variables/110172,33576348,-,VAR,0.412,NON PERIODIC,1.200107,4
J015535.83-243248.2,https://asas-sn.osu.edu/variables/170044,33596460,T,EW,1.0,0.4242403,0.222463,4
J061121.70-154731.7,https://asas-sn.osu.edu/variables/144941,33601621,-,VAR,0.774,787.0662145,3.35678,2
J040402.79-742713.8,https://asas-sn.osu.edu/variables/170010,33715938,F,ROT:,0.322,NON PERIODIC,1.773808,4
J061212.67-121548.4,https://asas-sn.osu.edu/variables/144911,33737236,-,VAR,0.316,NON PERIODIC,2.230798,4
J061238.76-164836.6,https://asas-sn.osu.edu/variables/171751,33742428,F,ROT:,0.894,NON PERIODIC,0.818122,4
J174816.81-450718.7,https://asas-sn.osu.edu/variables/429853,33786334,T,EA,0.997,2.035252,33.553825,0
J165336.14-341446.6,https://asas-sn.osu.edu/variables/AP53210884,33807061,T,EA,0.99,2.3827611,1.975603,2
J041431.02-754831.1,https://asas-sn.osu.edu/variables/52126,33833289,F,L,0.989,NON PERIODIC,2.033431,4
J041400.88-751332.6,https://asas-sn.osu.edu/variables/AP36101096,33833498,F,ROT,0.998,1.1511556,0.387872,4
J041453.34-732137.8,https://asas-sn.osu.edu/variables/177014,33834253,T,EA,1.0,3.2321377,0.552473,4
J041950.63-774821.7,https://asas-sn.osu.edu/variables/52186,33862174,T,EA,1.0,1.4144835,0.570944,4
J042139.05-723354.1,https://asas-sn.osu.edu/variables/176423,33864387,F,ROT,0.999,4.6179897,1.906571,4
J042235.82-720633.9,https://asas-sn.osu.edu/variables/AP36232732,33864821,T,EA,0.879,0.810455,0.312727,2
J235522.27-261806.9,https://asas-sn.osu.edu/variables/208813,34040141,F,RRAB,0.993,0.7277743,0.220264,4
J094438.26-455236.7,https://asas-sn.osu.edu/variables/285407,34069197,F,RRAB,0.985,0.5735101,0.402306,4
J035814.30-074533.4,https://asas-sn.osu.edu/variables/175546,34107676,T,EW,0.999,0.3401512,0.29836,4
J061729.04-120252.0,https://asas-sn.osu.edu/variables/145082,34137913,F,HADS,1.0,0.0761523,0.507889,4
J040014.40-074601.0,https://asas-sn.osu.edu/variables/175457,34145330,-,VAR,0.302,NON PERIODIC,1.575534,4
J094619.34-425729.4,https://asas-sn.osu.edu/variables/280598,34228656,T,EW,1.0,0.3957524,4.694871,4
J040537.67-101245.8,https://asas-sn.osu.edu/variables/212832,34236395,T,EA,0.997,0.8793127,1.343682,4
J061914.63-144027.8,https://asas-sn.osu.edu/variables/426729,34264274,T,EB,1.0,1.2249955,0.347545,4
J040822.13-080428.7,https://asas-sn.osu.edu/variables/166015,34274139,F,RRC,0.988,0.2100176,0.146416,4
J062029.14-151217.7,https://asas-sn.osu.edu/variables/426944,34368383,T,EW,0.999,0.3779007,0.733888,4
J094640.83-450823.0,https://asas-sn.osu.edu/variables/AP42052803,34383246,T,EA,1.0,2.1690436,0.341257,4
J053201.98-071525.1,https://asas-sn.osu.edu/variables/155458,34512862,-,VAR,0.664,NON PERIODIC,0.499491,4
J202630.62-350030.5,https://asas-sn.osu.edu/variables/AP59028594,34720876,T,EA,1.0,5.5631213,0.130304,4
J062507.93-142848.0,https://asas-sn.osu.edu/variables/426550,34845527,F,ROT:,0.474,NON PERIODIC,0.971172,2
J031214.26+271524.5,https://asas-sn.osu.edu/variables/83475,34978817,F,SXARI,,NON PERIODIC,0.592457,4
J105905.97-033239.7,https://asas-sn.osu.edu/variables/311426,35009375,-,VAR,0.373,NON PERIODIC,1.077516,4
J022153.08-174041.1,https://asas-sn.osu.edu/variables/190258,35119266,T,EW,1.0,0.3389613,0.919054,4
J064634.98-145528.4,https://asas-sn.osu.edu/variables/418898,35166984,F,HADS,0.998,0.0953733,1.096477,4
J064752.54-164257.3,https://asas-sn.osu.edu/variables/425328,35481236,-,VAR,0.364,NON PERIODIC,0.997542,4
J064857.71-150838.6,https://asas-sn.osu.edu/variables/406946,35586307,-,GCAS,0.43,NON PERIODIC,2.34581,0
J064851.58-161804.8,https://asas-sn.osu.edu/variables/425628,35635120,T,EA,0.996,2.2913873,1.241402,4
J095458.10-444839.1,https://asas-sn.osu.edu/variables/280600,35654635,-,VAR,0.453,NON PERIODIC,2.231903,1
J023935.18-001543.6,https://asas-sn.osu.edu/variables/261953,35743561,T,EA,0.999,2.7207532,0.753397,4
J023925.21-051249.2,https://asas-sn.osu.edu/variables/AP37893034,35744583,F,ROT,0.998,2.0690336,1.096372,4
J024006.12-055635.5,https://asas-sn.osu.edu/variables/183526,35744706,T,EW,1.0,0.3464514,74.817414,0
J024006.12-055635.5,https://asas-sn.osu.edu/variables/183526,35744707,T,EW,1.0,0.3464514,0.131379,4
J024244.42-000632.7,https://asas-sn.osu.edu/variables/655394,35824956,F,ROT:,0.863,NON PERIODIC,0.204501,4
J075035.21-072117.5,https://asas-sn.osu.edu/variables/AP20115074,35880934,T,EB,1.0,0.8068091,0.144107,0
J095717.51-445808.6,https://asas-sn.osu.edu/variables/564014,35913152,F,ROT:,0.546,NON PERIODIC,1.032858,4
J024114.63-094550.4,https://asas-sn.osu.edu/variables/211026,36728572,-,VAR,0.746,578.8793983,1.435835,4
J024143.03-062149.0,https://asas-sn.osu.edu/variables/183635,36729364,T,EW,1.0,0.3274897,0.346489,4
J025334.94-091228.9,https://asas-sn.osu.edu/variables/210859,36883123,F,ROT:,0.293,NON PERIODIC,1.915575,4
J085942.61-274900.7,https://asas-sn.osu.edu/variables/393502,37435039,-,VAR,0.458,NON PERIODIC,2.492781,4
J061237.21-251606.7,https://asas-sn.osu.edu/variables/145310,37601240,-,VAR,0.638,547.7788367,0.962013,4
J061333.49-292346.2,https://asas-sn.osu.edu/variables/62399,37660654,-,VAR,0.296,NON PERIODIC,1.563916,4
J042140.28-060110.0,https://asas-sn.osu.edu/variables/162153,37817410,T,EA,1.0,2.6062093,1.095805,4
J043045.09-071427.8,https://asas-sn.osu.edu/variables/161842,38021254,-,VAR,0.385,NON PERIODIC,0.325944,4
J112524.00-045605.4,https://asas-sn.osu.edu/variables/AP27124217,38160558,F,ROT,0.999,1.3451587,0.723679,4
J071218.50+360737.1,https://asas-sn.osu.edu/variables/101332,38215399,-,VAR,0.356,NON PERIODIC,0.581349,4
J003520.93-082246.7,https://asas-sn.osu.edu/variables/277855,38383256,T,EW,0.997,0.2907787,0.449029,4
J040054.03-620934.9,https://asas-sn.osu.edu/variables/80402,38396965,F,L,0.976,NON PERIODIC,2.15729,2
J033623.38-075531.4,https://asas-sn.osu.edu/variables/AP37859769,38399380,T,EB,1.0,0.5680929,0.443229,4
J040139.14-641207.8,https://asas-sn.osu.edu/variables/AP36339675,38423705,T,EB,1.0,0.5336495,0.60498,4
J034032.72-085651.5,https://asas-sn.osu.edu/variables/201089,38465274,T,EW,1.0,0.6912587,0.438707,4
J040619.44-601506.6,https://asas-sn.osu.edu/variables/AP36378704,38467360,T,EA,0.999,3.0305569,0.304733,4
J040744.88-635034.9,https://asas-sn.osu.edu/variables/AP36363381,38469787,T,EW,0.918,0.3689715,0.08139,4
J041528.94-605630.4,https://asas-sn.osu.edu/variables/80439,38585410,F,DSCT:,0.685,0.1902719,2.953005,0
J041621.51-620047.5,https://asas-sn.osu.edu/variables/AP36365029,38586438,T,EA,0.753,0.5556397,1.474436,4
J034703.00-070413.7,https://asas-sn.osu.edu/variables/172853,38589392,T,EB,0.999,0.3777188,1.021788,4
J041813.21-653001.6,https://asas-sn.osu.edu/variables/AP36334670,38608972,T,EW,0.688,0.3073984,0.51569,4
J042039.67-624500.5,https://asas-sn.osu.edu/variables/80761,38634085,-,UG,,NON PERIODIC,0.701856,4
J035153.25-103145.6,https://asas-sn.osu.edu/variables/201377,38687360,-,VAR,0.419,NON PERIODIC,4.104815,4
J042535.17-604525.7,https://asas-sn.osu.edu/variables/80316,38699825,-,VAR,0.375,NON PERIODIC,1.913235,4
J042549.33-603043.6,https://asas-sn.osu.edu/variables/80633,38707340,T,EW,0.999,0.5638963,2.44311,0
J043455.59-652505.3,https://asas-sn.osu.edu/variables/152676,38842861,F,RRAB,0.993,0.5131309,49.040738,0
J043747.55-651634.2,https://asas-sn.osu.edu/variables/152496,38907808,T,EW,1.0,0.2761658,0.196597,4
J121448.39+363848.9,https://asas-sn.osu.edu/variables/113416,39174351,F,ROT:,0.63,NON PERIODIC,1.665408,4
J173003.15+344509.5,https://asas-sn.osu.edu/variables/51657,39426509,T,EW,0.999,0.2237071,0.951459,4
J080045.97+421032.6,https://asas-sn.osu.edu/variables/91272,39643723,-,VAR,0.311,NON PERIODIC,0.535965,4
J161609.23+404606.2,https://asas-sn.osu.edu/variables/APO263,39826778,T,EA,1.0,0.87543,0.150424,4
J200039.89+361149.7,https://asas-sn.osu.edu/variables/203770,40038743,F,ROT:,0.532,NON PERIODIC,1.21845,4
J200143.28+364727.4,https://asas-sn.osu.edu/variables/203449,40219040,-,VAR,0.297,NON PERIODIC,0.407361,4
J200402.78+413516.0,https://asas-sn.osu.edu/variables/221959,40244907,-,VAR,0.327,NON PERIODIC,0.917961,4
J193249.81+300117.9,https://asas-sn.osu.edu/variables/190240,40288117,-,GCAS,0.288,NON PERIODIC,1.070728,4
J050944.19-684645.7,https://asas-sn.osu.edu/variables/28298,40343782,F,DCEP,0.422,0.997813,36.264862,2
J200415.94+380742.9,https://asas-sn.osu.edu/variables/203975,40378419,T,EA,1.0,4.7459566,0.716024,4
J113841.96-151845.5,https://asas-sn.osu.edu/variables/180069,40534599,-,VAR,0.273,952.3695886,0.853394,2
J200415.94+380742.9,https://asas-sn.osu.edu/variables/203975,40623328,T,EA,1.0,4.7459566,74.206705,0
J060331.20-684958.3,https://asas-sn.osu.edu/variables/AP39510068,41087940,T,EW,0.983,0.3664685,0.320853,4
J060554.43-665037.1,https://asas-sn.osu.edu/variables/146140,41169654,T,EA,0.433,0.704551,0.787679,4
J060447.84-673124.0,https://asas-sn.osu.edu/variables/146974,41170667,-,VAR,0.31,NON PERIODIC,1.719486,4
J060755.35-662136.9,https://asas-sn.osu.edu/variables/146052,41232835,T,EW,0.914,0.2394106,0.194988,4
J060829.02-710712.2,https://asas-sn.osu.edu/variables/2009,41259805,-,VAR,0.414,NON PERIODIC,1.29734,4
J061507.30-713412.5,https://asas-sn.osu.edu/variables/6142,41533230,T,EW,0.987,1.4204533,1.008995,4
J151233.62-551849.5,https://asas-sn.osu.edu/variables/398599,41561453,-,VAR,0.396,NON PERIODIC,0.899825,0
J152619.54+365853.5,https://asas-sn.osu.edu/variables/APO249,41694016,T,EA,1.0,0.847,0.115313,4
J012533.52-414834.7,https://asas-sn.osu.edu/variables/154980,41865879,T,EA,0.977,13.7664847,1.410615,4
J012546.33-395610.9,https://asas-sn.osu.edu/variables/86147,41896812,T,EA,1.0,1.2608098,0.466631,4
J013436.84-392810.3,https://asas-sn.osu.edu/variables/86247,41994216,T,EW,1.0,0.2903714,1.187261,4
J200804.02+404339.9,https://asas-sn.osu.edu/variables/225631,41998476,T,EA,1.0,2.7808908,0.961438,4
J013651.85-390833.4,https://asas-sn.osu.edu/variables/AP37490980,42015200,F,ROT,0.996,11.2379658,0.281197,4
J200845.71+371411.4,https://asas-sn.osu.edu/variables/204808,42244951,-,VAR,0.364,NON PERIODIC,2.11334,4
J151515.91-581023.1,https://asas-sn.osu.edu/variables/415419,42753726,-,GCAS:,0.392,NON PERIODIC,2.20586,4
J062807.40-030759.4,https://asas-sn.osu.edu/variables/432956,42827646,F,ROT:,0.335,NON PERIODIC,0.531723,4
J062757.14-033731.8,https://asas-sn.osu.edu/variables/432957,42828781,-,VAR,0.337,NON PERIODIC,2.239906,4
J062820.41-004347.1,https://asas-sn.osu.edu/variables/433001,42991745,-,VAR,0.34,NON PERIODIC,1.619418,4
J170758.08-342612.4,https://asas-sn.osu.edu/variables/406960,43173526,-,VAR,0.36,NON PERIODIC,0.949967,4
J111649.24+445427.9,https://asas-sn.osu.edu/variables/124428,43216747,F,ROT:,0.924,NON PERIODIC,1.798317,4
J063034.50-013821.7,https://asas-sn.osu.edu/variables/432740,43250275,T,EA,1.0,4.1050428,2.041512,4
J165000.01+412225.4,https://asas-sn.osu.edu/variables/56828,43273020,F,ROT:,0.862,465.6853398,0.837724,4
J004240.48-295638.1,https://asas-sn.osu.edu/variables/AP16265105,43398254,T,EW,1.0,0.3016816,0.185068,4
J050126.23-071020.7,https://asas-sn.osu.edu/variables/144184,43533276,-,VAR,0.385,NON PERIODIC,5.821804,2
J050135.19-083836.7,https://asas-sn.osu.edu/variables/191860,43533897,T,EB,1.0,0.313367,0.190061,4
J173934.11+165344.4,https://asas-sn.osu.edu/variables/J173934.11+165344.4,43571341,T,EA,0.983,0.3766317,0.113703,4
J050504.75-073343.0,https://asas-sn.osu.edu/variables/144020,43712632,T,EB,0.998,0.9264977,0.258238,4
J174150.84+170130.8,https://asas-sn.osu.edu/variables/52099,43791458,T,EA,1.0,0.4603092,0.732307,1
J051114.53-083324.8,https://asas-sn.osu.edu/variables/203587,43846099,-,VAR,0.452,NON PERIODIC,0.430378,2
J051134.11-103423.9,https://asas-sn.osu.edu/variables/AP19383245,43864479,T,EW,1.0,0.5944476,0.156331,4
J230008.42+341915.0,https://asas-sn.osu.edu/variables/64335,44147832,T,EW,0.996,0.4214477,104.7436,0
J151847.67-561639.0,https://asas-sn.osu.edu/variables/415546,44550552,F,ROT:,0.36,NON PERIODIC,2.121449,4
J224452.62-420045.2,https://asas-sn.osu.edu/variables/187246,44623916,F,ROT:,0.274,NON PERIODIC,1.481415,4
J224642.85-441700.6,https://asas-sn.osu.edu/variables/116042,44627561,-,GCAS,0.259,NON PERIODIC,0.71873,4
J094415.94-393414.4,https://asas-sn.osu.edu/variables/71979,44645100,-,VAR,0.404,NON PERIODIC,4.278153,4
J094414.99-393940.6,https://asas-sn.osu.edu/variables/71749,44645230,F,RRAB,0.981,0.51657,2.0097,4
J151848.65-541625.7,https://asas-sn.osu.edu/variables/AP49941077,44662107,T,EA,1.0,1.5479783,28.999717,0
