TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
450610413,450610413.01,,,,,,,,,PC,,12.2804,0.014,186.742686,-60.690641,-7.528,0.041,0.207,0.041,2458600.682,.004,10.678,0.0027,34.163666,,30976,,6.12,,89.2,.6,.21,.19,.176,.004,15.3,1.2,33.9,2.9,,,,,,,,,,,,,,,,,,,1386.88,57.16,14929,122,,,,,2020-11-03 04:43:57,nardiello,,36676,"new CTOI likely member of Harvard 5    , PATHOS-29 in Nardiello et al. (2020)"
451507506,451507506.01,,,,,,,,,PC,,12.218,0.006,255.106706,-86.860831,-0.408,0.052,-5.923,0.065,2458612.4995,.0504,13.88306,0.01615,1.597206,,1470,,0.352,0.061,78.643,1.403,.973,.007,.05,0,4.942,.808,9.034,.704,,,,,,,.012,.007,,,,,,,,,,,583.565,10.9405,5843,129.527,4.05034,.0818926,1.60124,.0799196,2022-10-20 09:02:36,montalto,,420715,"new CTOI, Montalto (2022)"
452523977,452523977.01,,,,,,,,,PC,,11.2589,0.006,141.163054,-72.869421,-9.454,0.04,-6.86,0.044,2458574.50655,,3.4523185,0.0002225,0.632843,0.005754,582.7,5.3,2.835,0.04,,,.112,.112,,,,,2.303,.086,,,391.69,,1133,,,,.0441,,,,,,,,,,214.564,1.091,5606,134.173,4.49404,.0815333,.932887,.0487714,2021-12-31 17:31:17,spencer,,103956,"Crowded field, neighbors need checking to make sure signal is on-target"
452708089,452708089.01,,,,,,,,,PC,,12.4774,0.007,326.260077,27.219893,-4.689,0.064,-2.267,0.068,2458707.0505,.0017,6.16025,0.00063,5.490312,,5044,,0.111,0.011,83.092,.43,1.029,.003,.137,0,8.555,.604,22.165,1.511,,,,,,,.312,.104,,,,,,,,,,,747.817,21.895,6570.69,107.154,4.27722,.0846825,1.40344,.065593,2022-10-20 09:02:36,montalto,,420860,"new CTOI, Montalto (2022)"
452741963,452741963.01,,,,,,,,,PC,,11.6986,0.006,331.439656,29.332565,8.433,0.055,-16.871,0.054,2458711.2564,.0056,2.11499,0.00039,0.851551,,784,,0.048,0.008,84.222,1.068,.837,.088,.029,.007,8.312,2.593,3.834,1.232,,,,,,,2.428,5.454,,,,,,,,,,,372.61,4.254,5982,125.613,4.34183,.0791175,1.1717,.0555528,2022-10-20 09:02:36,montalto,,420882,"new CTOI, Montalto (2022)"
452810326,452810326.01,2709.01,,,,,,,,PC,,13.0639,0.008,72.668157,5.386163,4.882,0.038,-6.269,0.025,2458439.36469,,2.353946,,2.931207,,2696.1,,2.1961,,,,.546,,.05036,,,,8.377963585834872,,,,,,,,,,,,,,,,,,,,892.418,17.1245,6124,122,4.16341,,1.4776,,2021-02-08 16:07:01,olmschenk,,94111,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
452810327,452810327.01,2708.01,,,,,,,,PC,,12.5398,0.008,72.669098,5.387256,5.218,0.05,-7.067,0.033,2458439.36469,,2.353946,,2.931533,,2696.4,,2.1961,,,,.546,,.05037,,,,11.910069089400178,,,,,,,,,,,,,,,,,,,,825.004,18.9655,6114,126.075,4.01601,.0852124,1.74333,.0865727,2021-02-08 16:07:01,olmschenk,,94112,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
452920657,452920657.01,,,,,,,,,PC,,12.6973,0.007,8.334322,59.109923,22.964,0.025,16.086,0.025,2458810.57,.01,0,,21.934811,5.442298,20000,5000,4.5,1,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,153.244,.444,3907,157,4.59828,.0118829,.663933,.0196111,2020-05-17 00:46:07,eisner,,19162,"PHT candidate. Single transit event."
452954163,452954163.01,,,,,,,,,PC,,12.2738,0.007,122.020338,1.333686,1.86,0.063,7.524,0.042,2458489.1218,.001,5.00212,0.00031,16.377458,,14971,,0.11,0.007,83.78,.79,.98,.11,.163,.119,9.05,.86,25.16,19.66,,,,,,,.56,.17,,,,,,,,,,,527.212,10.435,5525.99,110.353,4.1239,.0759692,1.41406,.0719699,2020-08-10 07:20:18,montalto,,29359,"new CTOI, Montalto et al. (2020)"
453029782,453029782.01,,,,,,,,,PC,,11.4265,0.007,144.302181,4.971929,-14.444,0.074,-3.244,0.085,2459550.1073,.004,,,3.708687,0.477829,3410,440,4.3,0.3,,,,,,,,,4.8,.4,,,,,,,,,,,,,,,,,,,153.01,1.033,5004,120.384,4.60978,.0865863,.747623,.0462563,2022-01-24 00:07:06,eisner,,107462,"PHT candidate. Two transits (sectors 8 and 45). Period expected to be around 25 days."
453060368,453060368.01,4841.01,,,,,,,,PC,,12.7964,0.016,145.897267,0.615029,-28.137,0.088,11.11,0.071,2459262.262,.02,,,21.934811,1.086279,20000,1000,4,0.5,,,,,,,,,13.5,1,,,,,,,,,,,,,,,,,,,355.116,6.0045,5388.3,115.358,4.52564,.0836987,.87655,.0562463,2021-04-17 05:15:42,gsun,,96363,"newCTOI, Single transit event"
453163412,453163412.01,,,,,,,,,PC,,10.9975,0.007,110.044678,11.389215,-28.161,0.076,0.41,0.058,2458491.7996,.01,1.5197,0.00095,1.82122,,1676,,0.124,0.008,49.987,2.148,.988,.002,.064,0,1.536,.073,20.785,1.998,,,,,,,.03,.007,,,,,,,,,,,485.878,10.8565,4848.99,24.39,,,3.13939,,2022-10-20 09:02:36,montalto,,420806,"new CTOI, Montalto (2022)"
453444539,453444539.01,,,,,,,,,PC,,11.6342,0.006,147.795111,52.395279,5.423,4.806,4.576,4.958,2458886.0391,.0024,,,23.729975,10.640065,21619,9752,,,,,,,,,,,13.783,3.1769,,,,,,,,,,,,,,,,,,,,,5722.79,17.8697,,,.857466,.0409125,2022-04-28 22:03:58,dragomir,tfopwg,415397,"single transit event from the TSTPC working group"
453455638,453455638.01,,,,,,,,,PC,,13.7767,0.007,151.953596,-76.281933,-113.252,0.051,101.833,0.042,2458565.2657,.0106,6.01195,0.00125,5.623451,,5166,,0.079,0.015,87.35,.87,.8,.08,.073,.027,17.34,3.56,4.57,2.43,,,,,,,2.73,1.69,,,,,,,,,,,182.549,.8745,3696,157,4.67353,.0103765,.573759,.017173,2020-08-10 07:20:18,montalto,,29538,"new CTOI, Montalto et al. (2020)"
454142943,454142943.01,,,,,,,,,PC,,11.2973,0.006,64.950719,3.725668,-1.288,0.101,-11.52,0.056,2459191.088,.012,,,2.075739,0.412658,1910,380,7.6,5.624,,,,,,,,,5.664,.539,,,,,,,,,,,,,,,,,,,267.601,3.2945,5587,255.767,4.2853,.0886689,1.18452,.0619095,2021-02-05 04:34:40,steuer,,93833,"Found with our in-house single transit finder; Sector 32"
454248975,454248975.01,3023.01,,,,,,,,PC,,11.4848,0.006,165.315823,-72.356704,-66.727,0.035,25.626,0.031,2458571.800741,,3.901561,,9.675965,,8872.3,,4.9462,,,,.27,,.08833,,,,18.37805732880527,,,,,,,,,,,,,,,,,,,,389.916,3.171,5512,127.334,3.97041,.0768944,1.68738,.0870904,2021-02-08 16:07:01,olmschenk,,94113,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
455006978,455006978.01,,,,,,,,,PC,,13.8826,0.007,76.137249,2.677988,0.13,0.057,-5.356,0.042,2458438.604362,,2.751024,,0.214997,,198,,2.6874,,,,.013,,.01383,,,,2.1775807167738623,,,,,,,,,,,,,,,,,,,,1216.28,46.39,5981,122,4.1766,,1.41719,,2021-02-08 16:07:01,olmschenk,,94114,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
455036659,455036659.01,2707.01,,,,,,,,PC,,12.1569,0.009,68.974396,2.431273,7.784,0.079,-3.863,0.044,2458440.707757,,4.00705,,0.995642,,916.6,,4.5305,,,,0,,.02774,,,,5.81775736374854,,,,,,,,,,,,,,,,,,,,651.897,15.0705,6202,131.628,4.02885,.0866667,1.74735,.0909673,2021-02-08 16:07:01,olmschenk,,94115,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
455238504,455238504.01,,,,,,,,,PC,,10.945,0.006,125.916905,4.081672,-4.449,0.122,-9.131,0.075,2458505.45,.1,,,4.678732,0.32577,4300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.294,13.717,6642,124.275,4.20438,.0931078,1.54628,.0833291,2020-12-21 12:37:39,brahm,,92679,"WINE single transit"
455737331,455737331.01,,,,,,,,,PC,,9.51477,0.006,357.351836,36.900456,112.827,0.06,-77.66,0.04,2458780.7,,0,,0.108579,0.054288,100,50,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.523,.7205,5848,171.157,4.38886,.0812249,1.08752,.0516935,2020-03-06 01:32:04,eisner,,17967,"Planet Hunters TESS candidate. Single transit event."
455854202,455854202.01,,,,,,,,,PC,,11.3804,0.006,339.574093,60.013102,11.039,0.048,17.663,0.054,2458739.3196,.05,2.603,0.005,2.173647,0.217169,2000,200,3.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.607,3.6785,6176,122,4.04547,,1.70631,,2022-06-17 18:24:43,grunblatt,,416465,"hot Jupiter candidate transiting evolved star"
456220610,456220610.01,,,,,,,,,PC,,9.9555,0.006,230.938544,-63.941127,27.611,0.05,2.326,0.052,2458626.52,,6.71,,0.298814,,275.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.005,2.107,5844,130.492,3.95837,.0796667,1.78011,.085025,2021-02-16 03:14:58,chiarello,,94426,"Unclear period as per light curve"
456239821,456239821.01,,,,,,,,,PC,,12.1668,0.008,99.869467,67.487467,3.933,0.038,0.916,0.049,2458814.5391,.0042,2.17743,0.0003,0.900449,,829,,0.061,0.01,85.522,.967,.681,.125,.028,.003,8.728,.995,4.502,.791,,,,,,,2.653,1.808,,,,,,,,,,,590.172,11.6715,6224,130.046,4.20875,.0881803,1.42643,.0747487,2022-10-20 09:04:15,montalto,,421299,"new CTOI, Montalto (2022)"
456260074,456260074.01,,,,,,,,,PC,,9.0449,0.006,101.492034,66.890644,-26.86,0.038,-20.602,0.05,2458853.4842,.0731,,,1.67006,1.300405,1537,1197,,,,,,,,,,,3.2048,1.2679,,,,,,,,,,,,,,,,,,,47.9491,.076,4813,125.942,4.57884,.0940107,.751037,.0528769,2022-04-28 22:03:58,dragomir,tfopwg,415395,"single transit event from the TSTPC working group"
456261187,456261187.01,,,,,,,,,PC,,11.7076,0.008,101.54223,69.271878,1.386,0.035,-23.693,0.041,2458841.095,.003862,10.821555,,2.764544,,2543,,0.149,0.009,87.505,.554,.744,.047,.05,0,17.085,2.507,10.567,.808,,,,,,,.806,.559,,,,,,,,,,,590.785,9.9765,5960,137.463,3.92812,.0793348,1.87797,.0990952,2022-10-20 09:04:15,montalto,,421317,"new CTOI, Montalto (2022)"
456301013,456301013.01,,,,,,,,,PC,,12.0858,0.008,117.219276,69.041558,-6.574,0.03,-5.9,0.04,2458842.4303,.0045,0.49149,0.00002,1.349322,,1242,,0.221,0.012,68.443,8.728,.258,.088,.027,.002,.703,.028,3.643,.562,,,,,,,.027,.004,,,,,,,,,,,480.872,6.137,6203,124.348,4.35961,.0835287,1.19399,.0545654,2022-10-20 09:04:15,montalto,,421315,"new CTOI, Montalto (2022)"
456306892,456306892.01,5581.01,,,,,,,,PC,,11.8294,0.006,118.065411,70.165569,-23.591,0.029,-41.288,0.039,2458854.458,.002,33.53137,0.00016,13.657239,1.521096,12500,1400,4.1,0.3,,,,,,,,,9.6,.8,,,,,,,,,,,,,,,,,,,191.145,.8725,4947,123.482,4.54862,.0867627,.794396,.0501181,2022-01-12 12:47:39,eisner,,107181,"PHT candidate. 3 transit events."
456311356,456311356.01,,,,,,,,,PC,,13.7776,0.007,134.197396,48.154259,-7.61,0.045,-35.832,0.04,2458870.2138,.0007,0.57057,0.00002,22.650746,,20646,,0.038,0.001,87.681,.298,.216,.084,.133,0,5.345,.056,10.643,2.323,,,,,,,8.87,1.053,,,,,,,,,,,278.087,2.4375,4106,122,4.51456,,.732562,,2022-10-20 09:04:55,montalto,,421532,"new CTOI, Montalto (2022)"
456334493,456334493.01,,,,,,,,,PC,,14.3785,0.006,134.902766,52.11898,-9.84,0.066,-11.136,0.08,2458870.0009,.0051,2.53794,0.00082,36.450657,,33015,,0.081,0.004,87.26,.561,.506,.034,.171,0,10.577,.559,17.734,2.987,,,,,,,3.479,.897,,,,,,,,,,,446.101,9.964,4003,122,4.28157,,.950423,,2022-10-20 09:04:55,montalto,,421536,"new CTOI, Montalto (2022)"
456909420,456909420.01,,,,,,,,,PC,,10.3588,0.006,26.559097,18.695329,27.029,0.07,-4.27,0.071,2458779.411,.005,,,3.479927,0.217169,3200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.959,.8315,5265,125.757,4.3283,.0851962,1.07767,.0623794,2020-09-03 09:28:56,eisner,,33724,"PHT candidate. Single transit event."
456945304,456945304.01,5559.01,,,,,,,,PC,,10.3729,0.006,67.82053,19.83169,-33.984,0.16,-27.029,0.063,,,2.140829,,0.734206,0.011726,676,10.8,1.758,0.242,84.45,,.678,.159,,,,,2.727,.303,,,698.56,,1310,,,,.032,,,,,,,,,,144.202,1.1885,5372,131.712,4.40929,.0856318,.997389,.0544372,2021-11-10 17:42:48,spencer,,101862,"PC found in K2 C13; observed in TESS Sectors 43 and 44, so the signal should be detected; K2 epoch of 2989.181769"
457104362,457104362.01,3787.01,,,,,,,,PC,,13.398,0.008,133.072602,61.972124,4.12,0.031,-19.734,0.031,2458843.355485,,4.815988,,19.43319,,17739.4,,4.583,,,,5,,4.10352,,,,17.078987158347623,,,,,,,,,,,,,,,,,,,,620.413,7.878,5290,122,4.25755,,1.1743,,2021-02-08 16:07:01,olmschenk,,94116,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
457134361,457134361.01,,,,,,,,,PC,,8.4692,0.006,140.665927,50.603919,52.624,0.051,9.945,0.055,2458888.03,.2,8.83,,0.239985,,221.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3294,.1511,5538.27,139.007,4.41119,.0889575,1.01584,.0590076,2021-07-26 07:11:20,chiarello,,98523,"Camera 2, CCD 3, Column 825, Row 632, Sector 21"
457882891,457882891.01,,,,,,,,,PC,,12.1808,0.007,211.045979,9.886034,4.705,0.066,0.796,0.063,2458928.9015,.0053,0.96897,0.00034,1.075411,,990,,0.055,0.011,71.783,4.617,.899,.025,.034,0,2.874,1.181,5.902,.442,,,,,,,.479,1.209,,,,,,,,,,,599.331,15.521,5851.94,104.098,4.06555,.0728009,1.58092,.0773819,2022-10-20 09:02:36,montalto,,420805,"new CTOI, Montalto (2022)"
458382304,458382304.01,,,,,,,,,PC,,10.7283,0.006,120.479656,26.3811,28.425,0.075,-62.228,0.041,2459562.711,.022,,,1.890826,0.086862,1740,80,4.6,3.268,,,,,,,,,4.217,.095,,,,,,,,,,,,,,,,,,,148.035,1.0405,5198.02,109.072,4.45258,.0782434,.924109,.0476683,2022-02-06 08:43:27,vogl,,107758,"Found with our in-house single transit finder; Sector 46"
458419988,458419988.01,,,,,,,,,PC,,11.3761,0.007,170.674372,53.61385,18.749,0.031,-31.219,0.032,2459619.956,.003,,,13.72321,0.173732,12560,160,1.8,0.213,,,,,,,,,11.843,.076,,,,,,,,,,,,,,,,,,,238.544,1.3875,5573,127.995,4.45865,.0789018,.966767,.0507438,2022-03-28 01:46:20,vogl,,113363,"v-shape; found with our in-house single transit finder; Sector 48"
458447637,458447637.01,,,,,,,,,PC,,9.95692,0.006,184.77373,46.381596,-71.191,0.037,-38.428,0.038,2458898.0893,.0071,1.61888,0.00069,0.417003,,384,,0.107,0.009,82.038,1.672,.565,.129,.018,.002,4.076,.388,3.549,.703,,,,,,,.489,.193,,,,,,,,,,,220.887,1.5625,5286.29,137.893,3.8269,.0880514,1.92588,.120816,2022-10-20 09:03:27,montalto,,421107,"new CTOI, Montalto (2022)"
458451774,458451774.01,,,,,,,,,PC,,11.521,0.007,193.823807,44.52348,-158.153,0.037,-100.615,0.045,2458917.19,.01,0,,6.534039,0.543004,6000,500,2.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2687,.0629,3476,157,4.82238,.00375002,.404667,.0121108,2020-06-22 02:38:36,eisner,,19755,"Planet Hunters TESS candidate. Single transit event."
458481611,458481611.01,5722.01,,,,,,,,PC,,12.9454,0.006,233.47988,64.647463,-52.465,0.027,-9.521,0.025,2458758.046,.006,61.3176,0.0005,5.627817,0.477829,5170,440,6,0.1,,,,,,,,,6.2,.4,,,,,,,,,,,,,,,,,,,315.535,1.248,4911,123.396,4.54009,.0890692,.795305,.0512513,2022-03-24 10:58:38,eisner,,113318,"PHT candidate. 3 transit events (2 in FFI)."
458484583,458484583.01,,,,,,,,,PC,,9.9274,0.007,239.549506,58.93437,-13.236,0.051,3.617,0.052,2458706.9444,.0093,14.73423,0.00069,0.344233,,317,,0.367,0.028,84.491,1.205,.789,.056,.018,.002,8.22,1.979,8.115,1.835,,,,,,,.048,.083,,,,,,,,,,,426.558,4.7,5009,122,,,4.16559,,2022-10-20 09:04:55,montalto,,421442,"new CTOI, Montalto (2022)"
458484614,458484614.01,,,,,,,,,PC,,10.8273,0.006,239.598501,58.785348,-13.15,0.051,9.759,0.065,2458713.68,,5.82,,0.159485,,146.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.746,1.771,6182,122.339,4.38439,.0823551,1.15553,.0523543,2021-02-15 10:40:19,chiarello,,94410,"All data obtained using the lightkurve framework"
458641144,458641144.01,2584.01,,,,,,,,PC,,12.731,0.008,125.108796,7.588913,-4.18,0.05,0.561,0.031,2458493.843142,,4.697391,,11.55992,,10590.6,,3.2534,,,,0,,.09351,,,,16.286096683665114,,,,,,,,,,,,,,,,,,,,840.101,21.781,6502.74,102.746,4.25124,.0839416,1.43002,.0668316,2021-02-08 16:07:01,olmschenk,,94117,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
458645327,458645327.01,,,,,,,,,PC,,11.9875,0.006,125.323768,10.994154,-28.293,0.091,9.769,0.054,2459236.2482,.0042,,,5.109263,0.359938,4694.75,331.46,2.2,2.44,,,,,,,,,14.07,.49,,,,,,,,,,,,,,,,,,,587.524,20.1825,5505.3,104.733,3.87689,.0787317,1.87921,.107487,2021-03-26 06:37:06,steuer,,95672,"Found with our in-house single transit finder"
458647366,458647366.01,,,,,,,,,PC,,10.8413,0.006,125.329338,6.825608,-94.98,0.077,-4.867,0.052,2459245.1884,.0056,,,1.41019,0.067622,1297.99,62.28,2.33,1.69,,,,,,,,,4.03,.1,,,,,,,,,,,,,,,,,,,198.979,1.908,5600.11,142.715,4.41378,.0857453,1.0232,.0599798,2021-03-26 06:37:06,steuer,,95673,"Found with our in-house single transit finder"
458890024,458890024.01,,,,,,,,,PC,,11.8123,0.006,48.459307,65.26786,5.201,0.027,-11.723,0.051,2458787.6644,.0013,5.13988,0.00021,3.899358,,3585,,0.091,0.004,84.293,1.387,.916,.007,.049,.005,9.212,2.868,5.001,1.002,,,,,,,.56,.608,,,,,,,,,,,240.108,2.4045,5155,139.557,4.43797,.0868888,.933378,.0572462,2022-10-20 09:04:15,montalto,,421266,"new CTOI, Montalto (2022)"
458989211,458989211.01,,,,,,,,,PC,,10.3603,0.006,59.242962,65.497376,9.943,0.026,-24.025,0.046,2458815.89,.0141,1.56504,0.00144,0.377902,,348,,0.183,0.021,82.377,2.36,.346,.244,.017,.002,2.606,.13,3.489,.678,,,,,,,.137,.046,,,,,,,,,,,324.355,3.5365,7126,283.757,4.14512,.0937931,1.76395,.073907,2022-10-20 09:04:15,montalto,,421269,"new CTOI, Montalto (2022)"
459008759,459008759.01,,,,,,,,,PC,,11.8174,0.006,60.28209,64.46779,-1.525,0.046,-7.741,0.05,2458815.9096,.0072,1.50985,0.00074,1.57546,,1450,,0.054,0.012,71.083,3.322,1.033,.005,.093,0,3.186,.936,15.635,1.533,,,,,,,.268,.362,,,,,,,,,,,377.628,4.3465,5042,234.96,3.98495,.104218,1.54417,.103379,2022-10-20 09:04:15,montalto,,421258,"new CTOI, Montalto (2022)"
459211741,459211741.01,,,,,,,,,PC,,9.6499,0.006,150.297239,80.706662,1.592,0.08,-13.915,0.055,2458675.2755,.0073,11.31968,0.0004,0.272554,,251,,0.178,0.019,88.618,.594,.445,.15,.015,.001,18.441,.917,4.086,.526,,,,,,,.926,.344,,,,,,,,,,,350.763,4.411,6505,123.581,3.7947,.0886116,2.41887,.107799,2022-10-20 09:04:55,montalto,,421409,"new CTOI, Montalto (2022)"
459218138,459218138.01,,,,,,,,,PC,,11.3265,0.007,194.147955,70.732049,-9.969,0.049,14.495,0.047,2458664.6165,.0036,27.77543,0.00058,0.959129,,883,,0.311,0.02,88.251,.802,.673,.082,.028,.01,22.066,2.64,3.98,1.703,,,,,,,.263,.125,,,,,,,,,,,390.195,4.014,6474,131.024,4.35865,.0895986,1.25891,.0579774,2022-10-20 09:04:15,montalto,,421327,"new CTOI, Montalto (2022)"
459220237,459220237.01,,,,,,,,,PC,,10.1991,0.007,194.736538,69.89712,-4.936,0.043,8.616,0.036,2458680.3545,.0094,6.03538,0.00044,0.32577,,300,,0.141,0.008,86.033,1.078,.696,.058,.015,.002,10.056,1.177,6.082,1.361,,,,,,,.528,.418,,,,,,,,,,,428.651,4.9815,4988,122,,,3.71545,,2022-10-20 09:04:15,montalto,,421322,"new CTOI, Montalto (2022)"
459223420,459223420.01,,,,,,,,,PC,,12.3435,0.007,201.92296,61.165116,17.176,0.044,-15.938,0.046,2458711.0219,.0084,2.00619,0.00012,1.050415,,967,,0.123,0.013,85.161,1.392,.413,.158,.029,.003,4.891,.253,3.514,.607,,,,,,,.55,.249,,,,,,,,,,,437.782,6.084,5753,125.57,4.38544,.0775743,1.07828,.0545026,2022-10-20 09:04:15,montalto,,421237,"new CTOI, Montalto (2022)"
459735346,459735346.01,5808.01,,,,,,,,PC,,8.9415,0.006,315.608921,10.610466,57.221,0.059,-17.038,0.067,2459798.615,.0021,7.17027,0.00103,0.909902,0.087514,837.7,80.6,3.6,0.5,,,,,,,,,3,.5,,,,,,,,,,,,,,,,,,,79.953,.25995,5707,126.964,4.5004,.07822,.940017,.0482789,2022-09-24 21:37:18,wzhou,,419906,"Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html"
459892063,459892063.01,,,,,,,,,PC,,12.1724,0.02,95.13765,87.182846,-9.858,0.035,15.258,0.04,2458815.7049,.0043,0.74381,0.00003,0.567989,,523,,0.111,0.017,0,16.899,.961,.008,.021,.003,.738,.766,3.028,.646,,,,,,,.014,.168,,,,,,,,,,,433.918,4.1015,5739,173.192,4.24418,.0816587,1.2687,.0671809,2022-10-20 09:04:55,montalto,,421436,"new CTOI, Montalto (2022)"
459997997,459997997.01,1888.01,,,,,,,,PC,,10.4748,0.006,156.250032,-60.575142,-21.982,0.048,9.122,0.043,2458573.55937315,.00617375,5.55006666,0.00295857,5.300452,0.314909,4870,290,5.937,1.428,85.5,4.1,.524,.497,.06981,.00299,6.7,1.44,15.51,.81,,,,,,,,,,,,,,,,,,,521.829,6.945,8511,149.902,4.14624,.0711875,2.03743,.0599749,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand WJ, Theia 1141 (KC19). Group existence is weak. (Possibly T=10.5 field star)."
460016903,460016903.01,,,,,,,,,PC,,11.9511,0.007,265.770654,28.269517,-7.743,0.03,-8.667,0.039,2458983.455,.0088,0.62911,0.00019,0.901535,,830,,0.146,0.01,8.952,16.558,.828,.031,.029,0,.838,.149,3.581,.272,,,,,,,.028,.023,,,,,,,,,,,414.923,4.1225,6128.38,142.686,4.41177,.0872257,1.11014,.0559598,2022-10-20 09:02:36,montalto,,420867,"new CTOI, Montalto (2022)"
460024410,460024410.01,,,,,,,,,PC,,13.2623,0.006,156.190626,-62.126842,-14.519,0.033,6.481,0.029,2458597.17444806,.0041643,2.11666734,0.00057688,9.782996,0.923268,8970,850,3.136,0.767,83.1,6.3,.582,.546,.0947,.00634,4.84,1.2,13.38,4.01,,,,,,,,,,,,,,,,,,,855.439,14.1375,6730,123,4.36884,,1.29504,,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand HJ; Theia 1172 (KC19). Cluster existence questionable."
460950389,460950389.01,,,,,,,,,PC,,11.649,0.006,159.157968,-64.798231,-17.585,0.04,10.299,0.036,2458572.224,.004,2.8622,0.0004,1.91693,,1764,,2.316,,88.1,1.3,.3,.26,.042,.002,9.4,.2,3.8,.2,,,,,,,,,,,,,,,,,,,150.336,.5265,4743,121.631,4.51969,.0960099,.793587,.0548744,2020-11-03 04:43:57,nardiello,,36677,"new CTOI likely member of IC 2602      , PATHOS-31 in Nardiello et al. (2020)"
461156158,461156158.01,,,,,,,,,PC,,11.1694,0.008,165.50481,-23.98211,-12.377,0.053,-3.005,0.043,2458543.6054,.0077,2.90191,0.00153,0.644033,,593,,0.09,0.017,79.186,2.638,.905,.018,.02,.005,4.824,2.264,6.993,2.364,,,,,,,.252,1.295,,,,,,,,,,,554.065,10.2875,5049,122,,,3.17608,,2022-10-20 09:02:36,montalto,,420773,"new CTOI, Montalto (2022)"
461201151,461201151.01,,,,,,,,,PC,,8.18,0.006,181.509044,-37.086686,-63.426,0.05,-1.007,0.03,2458570.18,.0149,3.19057,0.00296,0.19545,,180,,0.131,0.014,84.072,1.346,.632,.093,.013,.001,6.12,.84,3.622,.614,,,,,,,.427,.257,,,,,,,,,,,132.242,.6355,5240,80,,,2.6751,,2022-10-20 09:02:36,montalto,,420757,"new CTOI, Montalto (2022)"
461634737,461634737.01,,,,,,,,,PC,,10.7062,0.006,18.094399,88.359146,-32.418,0.05,5.219,0.046,2458842.748196,,4.22986,,0.833514,0.047339,767.4,43.6,3.122,0.122,,,.14,.14,,,,,2.717,.167,,,314.1,,1073,,,,.05166,,,,,,,,,,181.501,.8175,5904,135.505,4.55035,.0763365,.910247,.0442211,2022-01-11 12:40:38,spencer,,107169,"From Cycle 2 SPOC FFIs; two nearby stars need checking"
461651566,461651566.01,,,,,,,,,PC,,10.1783,0.01,24.368396,84.578548,-4.092,0.04,2.234,0.033,2458840.8987,.006,2.37123,0.0001,0.277984,,256,,0.094,0.012,59.536,8.077,.987,.072,.016,.011,1.946,1.152,5.53,4.186,,,,,,,.025,.076,,,,,,,,,,,520.719,5.39,6410,133.034,3.57735,.0877732,3.05952,.139297,2022-10-20 09:04:55,montalto,,421428,"new CTOI, Montalto (2022)"
