TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
437740083,437740083.01,,,,,,,,,PC,,11.0999,0.008,2.950371,27.442815,23.292,0.051,14.009,0.059,2458764.6625,.0009,5.60278,0.0003,5.944363,,5460,,0.121,0.007,83.007,.259,.957,.003,.096,0,7.859,.299,16.108,1.383,,,,,,,.293,.06,,,,,,,,,,,328.625,3.9325,5750.58,141.982,4.13697,.0837454,1.43538,.0845978,2022-10-20 09:02:36,montalto,,420863,"new CTOI, Montalto (2022)"
437749809,437749809.01,,,,,,,,,PC,,10.8115,0.007,3.779395,28.75094,53.9,0.063,-16.945,0.047,2458760.5183,.0004,9.06217,0.00017,0.720082,,663,,0.296,0.022,84.027,1.674,.73,.067,.025,.003,7.012,.939,7.06,1.652,,,,,,,.079,.083,,,,,,,,,,,373.339,6.2905,4897.14,35.56,,,2.56133,,2022-10-20 09:02:36,montalto,,420874,"new CTOI, Montalto (2022)"
437935628,437935628.01,,,,,,,,,PC,,8.37396,0.006,94.380647,14.542182,-35.65,0.114,-70.747,0.1,2459205.5663,.0076,,,0.678645,0.001629,624.86,1.5,3.33,3.52,,,,,,,,,5.86,.01,,,,,,,,,,,,,,,,,,,142.91,1.0145,5814,143.63,3.7941,.0774642,2.14658,.105326,2021-02-15 04:50:07,steuer,,94399,"Found with our in-house single transit finder"
437936844,437936844.01,,,,,,,,,PC,,11.8318,0.014,94.361973,15.029403,6.652,0.073,-5.086,0.062,2458467.8967,.0088,1.79679,0.00115,1.171055,,1078,,0.134,0.021,51.996,4.523,.975,.005,.043,0,1.583,.252,12.022,1.033,,,,,,,.023,.017,,,,,,,,,,,687.862,23.2045,5367.58,32.57,,,2.62757,,2022-10-20 09:02:36,montalto,,420811,"new CTOI, Montalto (2022)"
438073782,438073782.01,5091.01,,,,,,,,PC,,11.4438,0.006,95.635062,14.017632,-6.536,0.095,-7.317,0.085,2458468.983779,,3.641259,,10.80849,,9905.6,,3.8706,,,,.15,,.09073,,,,18.63274067724429,,,,,,,,,,,,,,,,,,,,500.511,16.0175,6832,197.284,4.2575,.0962536,1.49513,.0763317,2021-02-08 16:07:01,olmschenk,,94104,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
438225366,438225366.01,,,,,,,,,PC,,10.7583,0.006,96.499419,14.890258,2.512,0.088,-9.869,0.075,2459221.511,,,,0.718995,,662,,7,0.05,,,,,,,,,6.05,.05,,,,,,,,,.792,,,,,,,,,,650.851,23.1525,8262,324.21,4.07292,.0830347,2.16932,.0968745,2021-02-11 19:31:40,gsun,,94204,"Single transit eventI"
438524691,438524691.01,,,,,,,,,PC,,10.428,0.006,100.589092,12.894306,-6.076,0.088,-5.132,0.079,2459202.811,,8.88,,0.845032,,778,,4.912,,,,,,,,,,14.421,,,,,,,,,,,,,,,,,,,,335.353,5.315,6952,182.76,4.26943,.0889693,1.49755,.0645251,2021-02-11 03:48:52,gsun,,94178,"newCTOI"
438591493,438591493.01,,,,,,,,,PC,,12.5875,0.006,201.421706,-44.088034,-23.938,0.07,-6.572,0.069,2458598.43,,7.98,,0.047437,,43.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.318,3.161,5095,130.335,4.59532,.0873819,.769274,.0476733,2021-05-12 10:44:49,chiarello,,96981,"Camera 2, CCD 4, Column 1178, Row 446, Sector 11"
438727861,438727861.01,,,,,,,,,PC,,12.5347,0.006,201.454734,-53.255533,-10.96,0.115,-2.467,0.155,2458597.83,,3.46,,0.011455,,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.35,4.363,5179,132.619,4.68905,.0874325,.702672,.0441708,2021-05-04 12:33:16,chiarello,,96887,"Camera 2, CCD 4, Column 341, Row 1818, Sector 11"
439366537,439366537.01,,,,,,,,,PC,,8.84283,0.006,319.503104,-22.045556,-12.125,0.1,-31.808,0.081,2458322.2505,.0009,4.31448,0.00023,0.979776,,902,,0.08,0.013,84.8,1.73,.87,.03,.033,.007,9.59,4.47,5.12,1.32,,,,,,,.9,1.56,,,,,,,,,,,135.178,1.2715,6289.2,107.941,4.22252,.0820106,1.42201,.0604824,2020-08-10 07:20:18,montalto,,29322,"new CTOI, Montalto et al. (2020)"
439406850,439406850.01,,,,,,,,,PC,,10.5241,0.006,18.703706,-16.23377,9.575,0.067,2.408,0.05,2459125.334,.022,,,0.98847,0.162873,910,150,17.472,2.496,,,,,,,,,3.147,.249,,,,,,,,,,,,,,,,,,,183.107,1.169,6016,126.257,4.52414,.0815241,.95546,.0431156,2020-11-26 04:12:59,steuer,,52126,"Found with our in-house single transit finder; transit finder output attached under 'Files'"
439945564,439945564.01,,,,,,,,,PC,,10.5846,0.006,1.165378,45.026214,16.806,0.053,1.451,0.035,2458763.6209,.0065,1.79273,0.00079,0.558212,,514,,0.091,0.008,85.214,1.315,.475,.123,.022,.003,5.691,.374,3.497,.719,,,,,,,1.085,.457,,,,,,,,,,,294.088,3.3945,6522.23,143.721,4.29968,.0958202,1.35853,.0721357,2022-10-20 09:03:27,montalto,,421090,"new CTOI, Montalto (2022)"
441012828,441012828.01,,,,,,,,,PC,,12.6438,0.008,323.486044,-21.137732,-2.228,0.043,-5.654,0.033,2458327.204891,,2.787541,,10.428475,,9559,,4.42224,,,,,,,,,,17.44,,,,,,,,,,,,,,,,,,,,750.217,18.53,5740,127.447,4.02263,.0784435,1.63733,.0886736,2022-08-01 09:04:37,tkaye,,418143,"new CTOI  detected in independent ELEANOR search by Tom Kaye"
441017467,441017467.01,,,,,,,,,PC,,9.5467,0.006,323.76904,-21.509192,6.993,0.084,-38.18,0.061,2458343.8015,.0264,,,1.458287,0.033311,1342.23,30.68,6,4.23,,,,,,,,,4.33,.05,,,,,,,,,,,,,,,,,,,109.637,.725,5421,122.926,4.34602,.0825323,1.08022,.0577086,2021-06-16 09:18:55,steuer,,97778,"Found with our in-house single transit finder"
441056242,441056242.01,,,,,,,,,PC,,10.2479,0.007,359.524418,-17.394598,382.35,0.095,-78.249,0.067,2458376.1096,.0083,,,0.801721,0.080489,738.14,74.13,12.6,6.45,,,,,,,,,1.57,.08,,,,,,,,,,,,,,,,,,,35.699,.0711,3877,157,4.71217,.00908312,.528947,.0157451,2021-06-08 09:44:01,steuer,,97563,"Found with our in-house single transit finder"
441056702,441056702.01,,,,,,,,,PC,,11.1028,0.006,359.519041,-15.066001,34.32,0.127,44.644,0.056,2458371.8111,.0055,6.3424,0.0093,,,,,,,89.81,1.67,,,.031,.003,20.88,3.8,1.97,.19,,,25,2.2,,,,,,,,,,,,,,,61.9215,.23785,3993,117.915,4.68723,.116889,.591038,.0604221,2019-02-21 16:20:58,christiansen,,2163,"Planet candidates identified in https://arxiv.org/pdf/1812.08145.pdf"
441122551,441122551.01,,,,,,,,,PC,,13.7585,0.007,324.837407,-24.684266,21.076,0.058,6.347,0.051,2458326.56417,,3.385628,,17.045399,,15576.8,,3.1383,,,,.827,,.12481,,,,11.64145309411752,,,,,,,,,,,,,,,,,,,,525.774,11.641,5113,122,4.50946,,.85419,,2021-02-08 16:07:01,olmschenk,,94105,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
441131943,441131943.01,,,,,,,,,PC,,11.1522,0.006,40.068455,-14.022824,-24.241,0.068,-8.491,0.067,2459146.109,.03,,,2.598015,0.018458,2390,17,6,2.736,,,,,,,,,8.02,.028,,,,,,,,,,,,,,,,,,,322.137,5.0655,5600.74,118.891,4.081,.0774809,1.5009,.0773366,2021-02-02 04:52:11,steuer,,93777,"Found with our in-house single transit finder; Sector 31"
441155146,441155146.01,2560.01,,,,,,,,PC,,13.5328,0.007,332.759205,-27.295719,-7.149,0.063,-36.077,0.046,2458327.617396,,3.551,,19.371734,,17683.8,,2.9477,,,,.742,,.13298,,,,14.234761599528268,,,,,,,,,,,,,,,,,,,,594.274,10.019,5321,122,4.41916,,.980277,,2021-02-08 16:07:01,olmschenk,,94106,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
441159680,441159680.01,2367.01,,,,,,,,PC,,12.3193,0.007,333.111347,-26.92637,7.045,0.069,-11.192,0.064,2458320.0519,.0019,5.74982,0.00069,19.138766,,17473,,0.162,0.006,89.97,0,.01,.16,.116,.012,12.59,.64,13.61,2.08,,,,,,,1.14,.15,,,,,,,,,,,467.516,10.745,6046,123.024,4.42408,.0800294,1.07548,.0555276,2020-08-10 07:20:18,montalto,,29430,"new CTOI, Montalto et al. (2020)"
441199415,441199415.01,,,,,,,,,PC,,9.9247,0.007,335.676959,-28.687358,6.652,0.118,-21.474,0.103,2458344.4429,.0118,,,2.544318,0.012964,2340.66,11.94,3.8,0.76,,,,,,,,,8.09,.02,,,,,,,,,,,,,,,,,,,209.12,2.7585,5878.5,112.36,4.09432,.0762388,1.52943,.0708091,2021-06-16 09:18:55,steuer,,97779,"Found with our in-house single transit finder"
441417261,441417261.01,,,,,,,,,PC,,11.5024,0.006,311.173096,-33.343361,24.601,0.064,-14.289,0.043,2458343.53,,8.55,,0.165348,,152.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.712,1.3865,5169,126.383,4.56455,.0835811,.810963,.0483266,2021-02-15 10:52:51,chiarello,,94411,"All data obtained with the LightKurve framework"
441422220,441422220.01,,,,,,,,,PC,,9.0641,0.006,311.362403,-34.646659,49.391,0.073,-54.598,0.048,2458328.6944,,3.7,,363.740668,,284674.457338059,,3.93333333333333,,,,,,,,,,85.158944894286,,,,,,,,,,,,,,,,,,,,142.956,.861,6348,131.108,4.269,.0837948,1.3637,.0566683,2019-06-22 00:19:17,lipponen,,3787,"sector1"
441422220,441422220.02,,,,,,,,,PC,,9.0641,0.006,311.362403,-34.646659,49.391,0.073,-54.598,0.048,2458326.8444,,3.699306,,59.604368,,53417.9755983561,,3.6,,,,,,,,,,36.8892422111232,,,,,,,,,,,,,,,,,,,,142.956,.861,6348,131.108,4.269,.0837948,1.3637,.0566683,2019-06-22 00:19:17,lipponen,,3787,"sector1"
441422527,441422527.01,,,,,,,,,PC,,6.1732,0.006,311.298766,-35.166541,-15.114,0.079,-27.865,0.075,2458326.5902,,0.2083333,,14.223031,,13014.4650978575,,1.2,,,,,,,,,,74.7071908202602,,,,,,,,,,,,,,,,,,,,137.936,.8805,5876,80,,,5.61283,,2019-09-07 00:05:27,lipponen,,5555,"sector1"
441424343,441424343.01,,,,,,,,,PC,,10.5539,0.006,311.39262,-33.582651,23.947,0.082,0.871,0.058,2458342.7,,,,0.163144,,150.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.616,3.432,6260,125.704,4.29762,.0842943,1.29838,.0594975,2021-04-22 13:06:12,chiarello,,96556,"Camera 1, CCD 4, Column 1803, Row 1605, Sector 1"
441453629,441453629.01,2559.01,,,,,,,,PC,,13.1141,0.006,312.011689,-35.842605,-4.465,0.044,-8.988,0.029,2458329.236792,,4.200585,,26.876946,,24450.7,,2.6757,,,,.53,,.15637,,,,15.596576411107595,,,,,,,,,,,,,,,,,,,,502.887,8.0935,5709.93,94.6523,4.52533,,.913419,,2021-02-08 16:07:01,olmschenk,,94107,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
441469541,441469541.01,,,,,,,,,PC,,14.6973,0.007,353.658582,-20.309478,3.452,0.082,-4.882,0.078,2458354.271557,,0.720478,,12.518775,,11464,,3.017664,,,,,,,,,,14.81,,,,,,,,,,,,,,,,,,,,1644.11,138.425,6058,123,4.28391,,1.26945,,2022-08-25 23:35:03,tkaye,,418657,"manual ELEANOR search Tom Kaye"
441546821,441546821.01,,,,,,,,,PC,,7.7897,0.006,197.317124,-60.308435,-39.61,0.051,-20.132,0.056,2459339.053,.02,,,5.11499,0.32577,4700,300,15,0.5,,,,,,,,,11,.5,,,,,,,,,,,,,,,,,,,95.3906,.4497,6613,125.704,4.23,.0873709,1.4927,.0646482,2021-07-22 01:41:33,gsun,,98461,"newCTOI, Single transit event"
441622545,441622545.01,,,,,,,,,PC,,12.669,0.006,120.466741,73.868168,-25.732,0.026,-12.846,0.03,2458840.6225,.0075,4.58137,0.00028,2.36296,,2174,,0.093,0.014,88.893,.494,.301,.263,.042,.006,15.596,1.242,3.168,.764,,,,,,,3.419,1.309,,,,,,,,,,,155.308,.5225,4077,122.518,4.56434,.11023,.690676,.0674724,2022-10-20 09:04:55,montalto,,421548,"new CTOI, Montalto (2022)"
441642457,441642457.01,2073.01,,,,,,,,PC,,9.45253,0.006,209.882326,58.93291,-82.55,0.041,-23.795,0.042,2458745.51,,0,,1.086279,0.543004,1000,500,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.946,.3855,5729,120.914,4.32178,.0737775,1.15632,.0541909,2020-03-06 01:57:10,eisner,tfopwg,17975,"Planet Hunters TESS candidate. Single transit event."
441705792,441705792.01,,,,,,,,,PC,,11.4421,0.007,215.683164,48.120734,-49.082,0.034,13.871,0.034,2459684.598,.003,,,4.569695,0.217169,4200,200,12.7,0.3,,,,,,,10.8,1,7.1,.2,,,,,,,,,,,,,,,,,,,244.307,1.5815,5395.89,111.966,4.37883,.0797831,1.03797,.0534899,2022-06-22 01:12:50,eisner,,416489,"Planet Hunters TESS candidate. Single transit event."
441710478,441710478.01,,,,,,,,,PC,,11.2034,0.006,216.493714,53.412057,-38.034,0.102,-9.771,0.099,2458944.2079,.0082,,,4.668918,3.364475,4291,3094,,,,,,,,,,,12.5666,4.58,,,,,,,,,,,,,,,,,,,376.474,9.085,5392.26,103.285,3.91775,.0740739,1.7649,.0943919,2022-04-28 22:03:58,dragomir,tfopwg,415406,"single transit event from the TSTPC working group"
441739020,441739020.03,1670.03,,,,,,,,PC,,9.4682,0.006,259.017252,72.161181,-6.094,0.05,5.154,0.049,2458699.90134,.001138,123.0384635,0.0108525,0.809175,0.014332,745,13.2,8.433,0.363,,,.688,.053,,,,,3.802,.228,,,9.79,,450.6,,,,.50766,,,,,,,,,,168.067,.687,6345,121.364,4.30171,.084156,1.31225,.0568342,2021-12-13 13:35:57,spencer,,103432,"Near a 3:1 MMR with TOI-1670.01"
441763252,441763252.01,4468.01,,,,,,,,PC,,13.2847,0.006,260.575023,72.645373,-7.097,0.028,-5.068,0.034,2458684.79269,,2.770867,,23.182462,,21125.5,,2.3792,,,,.451,,.13618,,,,12.527412843836336,,,,,,,,,,,,,,,,,,,,375.517,2.5815,4975,122,4.55845,,.789304,,2021-02-08 16:07:01,olmschenk,,94108,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
441765914,441765914.01,2088.01,,,,,,,,PC,,10.8812,0.006,261.374894,75.88228,-18.935,0.044,-1.971,0.055,2458769.6,,0,,2.173647,0.543004,2000,500,7,2,,,,,,,,,3.5,1,,,,,,,,,,,,,,,,,,,126.46,.359,4902,123.229,4.5026,.089012,.831423,.0533367,2020-03-06 01:40:20,eisner,tfopwg,17969,"Planet Hunters TESS candidate. Single transit event."
441765914,441765914.02,,,,,,,,,PC,,10.8812,0.006,261.374894,75.88228,-18.935,0.044,-1.971,0.055,2458824.8,,0,,0.543004,0.108579,500,100,16,3,,,,,,,,,3.648,2,,,,,,,,,,,,,,,,,,,126.46,.359,4902,123.229,4.5026,.089012,.831423,.0533367,2020-03-06 01:42:33,eisner,tfopwg,17970,"Planet Hunters TESS candidate. Single transit event."
441804533,441804533.01,5711.01,,,,,,,,PC,,11.506,0.007,265.45518,72.217348,-46.99,2,-169.83,2,2458687.985633,.014366,16.303868,0.001375,1.360846,0.035613,1252.6,32.8,3.546,0.158,,,.196,.323,,,,,2.373,.31,,,6.67,,409,,,,.11146,,,,,,,,,,85.34439,,3729,157,4.60049,.0134719,.661191,.0212531,2022-02-05 10:04:33,spencer,,107739,"From 11 Cycle 2 SPOC sectors"
441808796,441808796.01,,,,,,,,,PC,,11.2512,0.006,266.495261,72.636123,-12.645,0.039,9.2,0.039,2458837.0674,.0033,,,5.150989,3.443983,4733,3167,,,,,,,,,,,6.524,2.2157,,,,,,,,,,,,,,,,,,,177.501,.6905,5180,126.101,4.49853,.081286,.874006,.0506934,2022-04-28 22:03:58,dragomir,tfopwg,415383,"single transit event from the TSTPC working group"
441813878,441813878.01,,,,,,,,,PC,,11.1296,0.006,267.401803,76.804878,-31.675,0.032,-13.692,0.048,2458621.7627,.0017,82.34307,0.00053,2.167119,,1994,,0.106,0.006,89.807,.041,.669,.053,.043,0,198.274,17.908,6.229,.479,,,,,,,21.747,12.018,,,,,,,,,,,293.139,1.785,5712,129.999,4.22526,.0771888,1.28907,.0614598,2022-10-20 09:04:55,montalto,,421381,"new CTOI, Montalto (2022)"
443616612,443616612.01,5523.01,,,,,,,,PC,,13.7701,0.007,169.117028,-3.975441,-29.088,0.074,-1.886,0.068,2459533.349,.021,,,31.180667,6.009866,28310,5520,11.201,1.512,,,,,,,,,10.354,.964,,,,,,,,,,,,,,,,,,,182.536,1.9095,3696,157,4.68275,.0105474,.563,.0172668,2022-01-21 09:29:08,vogl,,107415,"Found with our in-house single transit finder; Sector 45. Single transit of a possible additional jupiterlike planet."
443994883,443994883.01,,,,,,,,,PC,,11.1197,0.006,131.094215,8.07641,-8.364,0.059,-20.95,0.041,2459519.671,.028,,,4.29715,0.271468,3950,250,6.534,2.506,,,,,,,,,7.195,.221,,,,,,,,,,,,,,,,,,,254.607,2.1595,5983.07,141.365,4.43933,.0856149,1.04729,.0588844,2022-01-10 16:35:30,vogl,,107106,"Found with our in-house single transit finder; Sector 44"
444041825,444041825.01,,,,,,,,,PC,,10.8231,0.006,134.978727,9.639227,-22.127,0.081,9.107,0.055,2459239.6621,.0181,,,2.764152,0.053778,2542.64,49.53,4.2,2.06,,,,,,,,,6.22,.06,,,,,,,,,,,,,,,,,,,231.836,2.67,5877.47,141.456,4.35972,.0879791,1.12941,.0621106,2021-03-26 06:37:06,steuer,,95671,"Found with our in-house single transit finder"
444222135,444222135.01,,,,,,,,,PC,,12.5494,0.006,147.343087,-54.164664,-1.749,0.046,-0.993,0.044,2458573.23379825,.00575059,3.0379796,0.00141236,17.280567,1.825571,15790,1680,7.546,0.243,65.8,.8,.917,.039,.12566,.00943,2.24,.06,16.93,1.51,,,,,,,,,,,,,,,,,,,628.508,10.5725,6298,132.796,4.34809,.0896137,1.23509,.0591206,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand HJ, Theia 1242. Tdur long + maybe TTV?. Cluster maybe nonexistent."
444335503,444335503.01,,,,,,,,,PC,,6.1666,0.006,5.970628,60.961067,-110.865,0.082,-74.505,0.077,2458764.85,1,1.2,,2.511866,0.001086,2310.84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0548,.184,6589.72,117.949,4.06045,.0859804,1.80789,.074397,2020-12-30 05:04:22,chiarello,,92816,"Data obtained using the LightKurve framework"
444898583,444898583.01,,,,,,,,,PC,,6.1368,0.006,99.064053,58.105932,122.757,0.057,-197.577,0.062,2458842.68,,2.18,,0.258002,,237.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.606,.062,6305.04,110.229,4.30999,.0809219,1.29047,.0505025,2021-07-10 15:04:37,chiarello,,98284,"Camera 2, CCD 3, Column 690, Row 921, Sector 20"
445077088,445077088.01,,,,,,,,,PC,,11.8391,0.007,209.986244,22.784547,-45.365,0.056,1.699,0.055,2458919.5706,.005491,16.487443,,2.722093,,2504,,0.39,0.033,84.459,1.384,.833,.039,.052,.009,8.631,2.008,13.641,3.763,,,,,,,.045,.025,,,,,,,,,,,582.191,10.0305,4850.89,38.55,,,2.58605,,2022-10-20 09:02:36,montalto,,420840,"new CTOI, Montalto (2022)"
445260697,445260697.01,,,,,,,,,PC,,11.7806,0.028,100.864012,-14.734147,-0.963,0.075,-0.556,0.075,2458483.3349,.004,,,8.98134,1.953911,8238,1798,5.6,,,,,,,,,,18.8957,2.3543,,,,,,,,,,,,,,,,,,,976.479,56.311,9354,441.128,4.25272,.0832388,1.90968,.114814,2022-04-28 22:03:58,dragomir,tfopwg,415341,"single transit event from the TSTPC working group"
445456888,445456888.01,2363.01,,,,,,,,PC,,12.1046,0.006,112.875366,-52.985887,-15.382,0.044,11.376,0.044,2458487.8709,.0016,5.54409,0.00019,6.726299,,6176,,0.182,0.006,82.38,1.02,.85,.03,.079,.013,6.42,.76,15.63,3.3,,,,,,,.16,.09,,,,,,,,,,,721.25,11.557,6510,127.841,4.04902,.0876243,1.81167,.080887,2020-08-10 07:20:18,montalto,,29500,"new CTOI, Montalto et al. (2020)"
445582110,445582110.01,4242.01,,,,,,,,PC,,12.4688,0.006,113.17513,-51.998148,-0.183,0.122,14.838,0.147,2458492.216584,,3.058071,,6.374795,,5854.2,,3.0024000000000006,,,,.001,,.07217,,,,13.430337137054064,,,,,,,,,,,,,,,,,,,,656.6,29.118,5967,135.6,4.07032,.0880639,1.59436,.105422,2021-02-08 16:07:01,olmschenk,,94109,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
445717008,445717008.01,,,,,,,,,PC,,10.0792,0.006,85.40902,57.213451,3.256,0.071,-11.903,0.074,2458817.2,,1.26,,0.196655,,181.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.828,2.22,6124,131.666,4.16481,.0800378,1.47331,.0700502,2021-07-10 15:12:41,chiarello,,98285,"Camera 2, CCD 4, Column 1414, Column 1212, Row 727, Sector 19, possible binary system"
445724774,445724774.01,,,,,,,,,PC,,12.1345,0.008,90.545676,54.455818,-0.608,0.064,5.101,0.059,2458814.863,.0039,4.2992,0.00101,1.398242,,1287,,0.113,0.017,89.373,0,.136,.167,.033,0,12.449,.118,6.092,.486,,,,,,,1.975,.628,,,,,,,,,,,622.449,13.0195,6280.77,104.255,4.1282,.0808081,1.58447,.0676081,2022-10-20 09:04:15,montalto,,421187,"new CTOI, Montalto (2022)"
445880578,445880578.01,,,,,,,,,PC,,14.2903,0.007,234.471086,25.826244,0.749,0.074,10.558,0.084,2458955.7444,.0046,0.85389,0.00019,8.2667,,7585,,0.045,0.009,75.227,2.859,.932,.013,.108,0,3.653,1.313,6.496,.455,,,,,,,1.266,1.596,,,,,,,,,,,216.477,2.3605,3613,157,4.69273,.0102998,.55141,.016966,2022-10-20 09:04:55,montalto,,421514,"new CTOI, Montalto (2022)"
446044800,446044800.01,,,,,,,,,PC,,11.8848,0.006,71.46456,31.833758,11.186,0.128,-6.792,0.065,2459492.462,.02,,,5.442298,1.086279,5000,1000,8.4,0.2,,,,,,,,,18.6,.5,,,,,,,,,,,,,,,,,,,262.354,4.4425,4833,122,,,2.41073,,2021-11-13 18:53:24,gsun,,101985,"newCTOI, Single transit"
446158352,446158352.01,4442.01,,,,,,,,PC,,13.4835,0.008,88.754704,82.889011,-1.113,0.024,-4.741,0.027,2458818.668368,,4.043311,,8.737456,,8015.2,,4.5166,,,,5,,4.06082,,,,17.124214726405103,,,,,,,,,,,,,,,,,,,,1435.21,32.68,6557,122,4.08473,,1.75162,,2021-02-08 16:07:01,olmschenk,,94110,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
446370039,446370039.01,3499.01,,,,,,,,PC,,11.5226,0.006,155.79732,-52.750212,-3.847,0.058,6.659,0.05,2459284.9731,.05,4.599,0.005,2.173647,0.217169,2000,200,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.181,21.113,5695,132.098,3.45316,.0824566,3.1233,.176914,2021-05-13 08:26:11,grunblatt,,96995,"inflated hot Jupiter candidate around evolved star"
447923555,447923555.01,,,,,,,,,PC,,11.9793,0.006,135.758161,-44.152797,-11.165,0.041,9.792,0.038,2458517.9748,.0113,0.56797,0.00021,0.780925,,719,,0.159,0.007,40.543,11.74,.671,.057,.026,0,.883,.076,3.894,.21,,,,,,,.04,.022,,,,,,,,,,,555.37,7.4115,7486,136.231,4.44951,.0805015,1.29433,.0447036,2022-10-20 09:02:36,montalto,,420750,"new CTOI, Montalto (2022)"
449197624,449197624.01,4682.01,,,,,,,,PC,,12.2624,0.008,79.684211,0.292396,3.381,0.056,-5.674,0.047,2458433.7299,.0008,6.79069,0.0003,5.906154,,5425,,0.085,0.007,86.55,.61,.9,.03,.08,.006,15.03,2.93,16.75,2.13,,,,,,,1.39,.88,,,,,,,,,,,816.554,20.548,6121,128.887,3.93682,.0826227,1.91801,.0958794,2020-08-10 07:20:18,montalto,,29360,"new CTOI, Montalto et al. (2020)"
449793302,449793302.01,,,,,,,,,PC,,10.4088,0.006,201.157288,-61.710174,38.21,0.035,-17.36,0.042,2458601.18,,4.9,,0.224141,,206.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.327,1.486,5870,132.738,4.17493,.0752926,1.39386,.0672487,2021-05-04 12:12:46,chiarello,,96885,"Camera 2, CCD 2, Column 307, Row 1088, Sector 11"
449925672,449925672.01,,,,,,,,,PC,,11.2442,0.006,59.272071,45.651385,8.199,0.085,-2.899,0.053,2458815.7214,.0061,1.10736,0.00046,0.742898,,684,,0.104,0.011,65.684,4.934,.835,.028,.027,0,2.027,.432,6.67,.666,,,,,,,.128,.135,,,,,,,,,,,449.409,8.207,6615.07,136.805,4.09103,.148625,1.75487,.256756,2022-10-20 09:03:27,montalto,,421100,"new CTOI, Montalto (2022)"
450087539,450087539.01,,,,,,,,,PC,,10.7271,0.007,71.960775,7.916083,3.854,0.945,-15.745,0.877,2458439.2,,1.75,,0.218287,,201.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.648,,5860.26,,,,1.58653,,2021-05-04 11:11:10,chiarello,,96884,"Camera 1, CCD 3, Column 1173, Row 1470, Sector 5"
450210844,450210844.01,,,,,,,,,PC,,11.9157,0.013,58.933961,56.767251,22.806,0.049,1.992,0.041,2458815.6656,.0138,3.03122,0.00274,1.498264,,1379,,0.118,0.019,76.96,2.34,.915,.018,.041,0,4.057,.991,8.271,.636,,,,,,,.137,.182,,,,,,,,,,,449.351,6.1785,5660,146.016,3.95213,.0810831,1.75845,.0913566,2022-10-20 09:04:15,montalto,,421202,"new CTOI, Montalto (2022)"
450300489,450300489.01,,,,,,,,,PC,,13.6823,0.007,143.307662,36.406513,7.825,0.097,-81.54,0.091,2458865.8013,.003629,16.013412,,51.911212,,46687,,0.222,0.015,88.028,.208,.757,.14,.222,.102,22.01,1.626,13.353,6.547,,,,,,,.787,.242,,,,,,,,,,,155.494,1.9635,3444,157,4.6931,.0103028,.550981,.0169668,2022-10-20 09:03:27,montalto,,420964,"new CTOI, Montalto (2022)"
